-;Room heating plant sens. load;Room hum. plant load;System air heating load;Room cooling plant sens. load;Room dehum. plant load;System air sens. clg. load;System air lat. clg. load;Lights electricity;Equip electricity
97;112594;1587;4648;0;0;0;0;0;3375
98;117714;2237;4754;0;0;0;0;0;3375
99;119763;2915;4739;0;0;0;0;0;3375
100;119419;3888;4631;0;0;0;0;0;3375
101;120143;4311;4585;0;0;0;0;0;3375
102;121220;4003;4570;0;0;0;0;0;3375
103;410617;50845;4609;0;0;0;0;4287;3484
104;175308;947;4657;0;0;0;0;87926;23617
105;87947;23703;33598;0;0;0;0;96399;72914
106;71892;65585;69546;0;0;0;0;96399;73667
107;61920;72147;82431;0;0;0;0;93600;76405
108;68826;60708;60744;0;0;0;0;86338;70499
109;92748;46780;46702;0;0;0;0;86364;42488
110;63304;57030;63001;0;0;0;0;95929;70251
111;59641;71892;74967;0;0;0;0;94092;79876
112;75395;61918;60883;0;0;0;0;87792;64266
113;106278;34221;35311;0;0;0;0;89305;22267
114;158988;9558;14409;0;0;0;0;5275;4725
115;34730;0;5031;0;0;0;0;5275;4725
116;44297;0;4371;0;0;0;0;5275;5400
117;71267;10;4368;0;0;0;0;5275;5400
118;82208;23;4393;0;0;0;0;5275;5400
119;88797;56;4437;0;0;0;0;3956;4050
120;99691;100;4573;0;0;0;0;0;3375
121;105361;141;4709;0;0;0;0;0;3375
122;109619;222;4754;0;0;0;0;0;3375
123;111368;384;4693;0;0;0;0;0;3375
124;110518;967;4524;0;0;0;0;0;3375
125;110684;1310;4448;0;0;0;0;0;3375
126;112700;1854;4463;0;0;0;0;0;3375
127;401200;47423;4469;0;0;0;0;4287;3484
128;148125;784;4530;0;0;0;0;85079;23617
129;86645;10023;22038;0;0;0;0;87582;64601
130;71341;52750;52492;0;0;0;0;89955;69910
131;71630;53953;53539;0;0;0;0;84034;63695
132;65876;54359;52830;0;0;0;0;83490;70499
133;80217;44216;43971;0;0;0;0;83396;42488
134;58465;50552;52412;0;0;0;0;90440;71384
135;62470;54841;54871;0;0;0;0;84683;73521
136;71600;51502;52583;0;0;0;0;84945;63288
137;95516;31701;34467;0;0;0;0;86428;22267
138;164431;10171;14743;0;0;0;0;5275;4725
139;41841;0;5239;0;0;0;0;5275;4725
140;45618;6;4529;0;0;0;0;5275;5400
141;74775;43;4568;0;0;0;0;5275;5400
142;88990;124;4685;0;0;0;0;5275;5400
143;95920;213;4743;0;0;0;0;3956;4050
144;105190;363;4802;0;0;0;0;0;3375
145;111784;1053;4954;0;0;0;0;0;3375
146;117377;2152;5121;0;0;0;0;0;3375
147;119759;3122;5197;0;0;0;0;0;3375
148;120319;3790;5243;0;0;0;0;0;3375
149;124949;5047;5334;0;0;0;0;0;3375
150;130369;5347;5380;0;0;0;0;0;3375
151;421950;52433;5603;0;0;0;0;4287;3484
152;169553;1319;5796;0;0;0;0;84300;23617
153;85162;38909;40979;0;0;0;0;85686;72388
154;64440;94570;71313;0;0;0;0;86802;71038
155;55195;99527;72365;0;0;0;0;86314;71147
156;49452;80877;59583;0;0;0;0;79554;70499
157;67163;61380;47641;0;0;0;0;80825;42488
158;53058;74689;58425;0;0;0;0;91002;68674
159;58142;87544;67528;0;0;0;0;89698;77247
160;73026;72944;60010;0;0;0;0;84226;63214
161;100662;44523;39037;0;0;0;0;85709;22267
162;177081;15347;16995;0;0;0;0;5275;4725
163;45691;11;6010;0;0;0;0;5275;4725
164;59373;61;5179;0;0;0;0;5275;5400
165;88680;142;5151;0;0;0;0;5275;5400
166;98375;293;5129;0;0;0;0;5275;5400
167;104102;717;5125;0;0;0;0;3956;4050
168;112289;2404;5139;0;0;0;0;0;3375
169;115731;3836;5137;0;0;0;0;0;3375
170;117571;5519;5121;0;0;0;0;0;3375
171;118963;6032;5090;0;0;0;0;0;3375
172;119705;6314;5044;0;0;0;0;0;3375
173;121886;5763;5074;0;0;0;0;0;3375
174;125288;5099;5166;0;0;0;0;0;3375
175;415199;51691;5292;0;0;0;0;4287;3484
176;180584;1156;5401;0;0;0;0;87926;23617
177;105439;17856;25878;0;0;0;0;90430;65090
178;82411;71479;71940;0;0;0;0;94584;72353
179;75232;72147;79904;0;0;0;0;87631;68581
180;78403;71643;63792;0;0;0;0;86280;70499
181;96797;58203;50543;0;0;0;0;86364;42488
182;69451;69250;66223;0;0;0;0;93993;72849
183;70772;77866;74650;0;0;0;0;88123;75964
184;84119;73928;66928;0;0;0;0;87792;64266
185;113973;45618;40560;0;0;0;0;89305;22267
186;173621;16884;17086;0;0;0;0;5275;4725
187;42444;10;6026;0;0;0;0;5275;4725
188;58613;51;5164;0;0;0;0;5275;5400
189;87184;103;5105;0;0;0;0;5275;5400
190;97633;185;5098;0;0;0;0;5275;5400
191;104054;307;5125;0;0;0;0;3956;4050
192;111778;673;5139;0;0;0;0;0;3375
193;115423;1911;5153;0;0;0;0;0;3375
194;118424;2744;5167;0;0;0;0;0;3375
195;121208;3615;5182;0;0;0;0;0;3375
196;123544;4692;5197;0;0;0;0;0;3375
197;125420;5139;5197;0;0;0;0;0;3375
198;127120;4854;5212;0;0;0;0;0;3375
199;126725;4849;5212;0;0;0;0;3956;3375
200;146541;5057;5227;0;0;0;0;7522;4725
201;137280;5399;5884;0;0;0;0;7522;5250
202;126118;6127;17057;0;0;0;0;7522;6004
203;110263;6277;26976;0;0;0;0;4884;8633
204;112300;6410;10306;0;0;0;0;4884;4050
205;112358;6269;5363;0;0;0;0;4884;4050
206;107102;6023;12438;0;0;0;0;4884;5627
207;113651;5938;18201;0;0;0;0;4884;6678
208;130123;6134;13343;0;0;0;0;4884;4426
209;141465;6264;6842;0;0;0;0;8840;3375
210;123253;6402;5395;0;0;0;0;5275;4725
211;132654;6223;5410;0;0;0;0;5275;4725
212;138384;6163;5410;0;0;0;0;5275;5400
213;141014;5640;5395;0;0;0;0;5275;5400
214;143224;5501;5426;0;0;0;0;5275;5400
215;146716;5702;5502;0;0;0;0;3956;4050
216;152330;5543;5502;0;0;0;0;0;3375
217;152304;5457;5410;0;0;0;0;0;3375
218;151625;5143;5334;0;0;0;0;0;3375
219;150768;4878;5242;0;0;0;0;0;3375
220;148769;4775;5105;0;0;0;0;0;3375
221;145208;4774;4891;0;0;0;0;0;3375
222;142639;4533;4738;0;0;0;0;0;3375
223;139980;4613;4661;0;0;0;0;3956;3375
224;139635;4143;4539;0;0;0;0;4674;4725
225;132496;4113;4383;0;0;0;0;4674;4762
226;124362;3952;4323;0;0;0;0;4674;3561
227;119638;3387;4912;0;0;0;0;2037;3747
228;118019;2805;4681;0;0;0;0;2037;4050
229;115910;3056;4177;0;0;0;0;2037;4050
230;114647;2368;4131;0;0;0;0;2037;4161
231;115856;1485;4192;0;2;0;0;2037;4236
232;118903;477;3938;0;20;0;0;2037;3449
233;115986;185;3551;0;52;0;0;5993;3375
234;112434;0;3273;0;67;0;0;5275;4725
235;107792;0;3041;0;88;0;0;5275;4725
236;97402;0;2735;0;133;0;0;5275;5400
237;93555;0;2506;0;215;0;0;5275;5400
238;90826;0;2369;0;259;0;0;5275;5400
239;91561;0;2353;0;269;0;0;3956;4050
240;99020;0;2521;0;213;0;0;0;3375
241;103769;0;2705;0;126;0;0;0;3375
242;105478;0;2766;0;104;0;0;0;3375
243;106171;0;2797;0;104;0;0;0;3375
244;107954;0;2873;0;92;0;0;0;3375
245;108084;0;2858;0;146;0;0;0;3375
246;107485;0;2812;0;161;0;0;0;3375
247;403929;25740;3011;0;122;0;0;4287;3484
248;151873;270;3192;0;111;0;0;85079;23617
249;87174;124;8866;0;98;0;0;87582;64601
250;69004;5408;32312;0;104;0;0;87188;69910
251;62666;12556;33001;0;89;0;0;82196;63695
252;50999;15959;32033;0;97;0;0;81276;70499
253;57596;13462;26350;0;82;0;0;78722;42488
254;27952;24164;30351;1129;48;0;0;83412;71384
255;33332;32161;32113;6624;32;0;0;78363;73521
256;53140;37891;31647;336;27;0;0;83639;63288
257;83659;22689;22277;0;25;0;0;86397;22267
258;140541;6226;9942;0;22;0;0;5275;4725
259;33238;0;3394;0;25;0;0;5275;4725
260;32390;0;3230;0;36;0;0;5275;5400
261;53945;0;3403;0;33;0;0;5275;5400
262;67653;0;3245;0;30;0;0;5275;5400
263;77634;0;3350;0;30;0;0;3956;4050
264;88554;4;3487;0;24;0;0;0;3375
265;94140;24;3578;0;14;0;0;0;3375
266;97788;57;3654;0;11;0;0;0;3375
267;100253;83;3684;0;10;0;0;0;3375
268;102176;118;3683;0;4;0;0;0;3375
269;104587;189;3729;0;2;0;0;0;3375
270;108319;388;3821;0;0;0;0;0;3375
271;402651;39483;3973;0;0;0;0;4287;3484
272;166837;833;4118;0;0;0;0;87240;23617
273;78420;22298;29349;0;0;0;0;88384;72914
274;44423;66912;57280;0;0;0;0;87655;73667
275;30874;73231;60811;64;0;0;0;86825;76405
276;36706;60025;41657;916;0;0;0;80833;70499
277;40966;48424;31661;0;0;0;0;78165;42488
278;30925;57584;42805;2068;0;0;0;93713;70251
279;39500;71305;50856;3443;0;0;0;91424;79876
280;55409;64059;41757;77;0;0;0;87792;64266
281;79553;35147;24541;0;0;0;0;89245;22267
282;116438;7658;10416;0;0;0;0;5275;4725
283;27371;0;3728;0;0;0;0;5275;4725
284;29792;1;3186;0;0;0;0;5275;5400
285;41680;5;3143;0;0;0;0;5275;5400
286;54375;31;3138;0;0;0;0;5275;5400
287;62656;62;3182;0;0;0;0;3956;4050
288;69890;90;3196;0;0;0;0;0;3375
289;72684;88;3195;0;4;0;0;0;3375
290;76004;45;3271;0;27;0;0;0;3375
291;79194;12;3347;0;48;0;0;0;3375
292;78674;0;3225;0;66;0;0;0;3375
293;73668;0;2888;0;98;0;0;0;3375
294;67380;0;2522;0;178;0;0;0;3375
295;353970;24657;2358;0;215;0;0;4287;3484
296;102916;99;2344;0;212;0;0;85079;23617
297;55477;441;11393;0;233;0;0;87582;64601
298;45560;1307;28077;0;275;0;0;91736;69910
299;43966;2641;26887;0;297;0;0;84784;63695
300;38425;6055;24347;2055;275;0;0;82877;70499
301;45087;3826;20108;0;270;0;0;83587;42488
302;31757;6208;23478;3164;251;0;0;91748;71384
303;37343;6614;24662;10672;228;0;0;85276;73521
304;44761;10588;24195;3683;183;0;0;84945;63288
305;53910;4694;16094;0;140;0;0;86458;22267
306;96204;11;6784;0;125;0;0;5275;4725
307;26758;0;2521;0;214;0;0;5275;4725
308;22989;0;2319;0;375;0;0;5275;5400
309;26227;0;2253;0;478;0;0;5275;5400
310;30863;0;2220;0;566;0;0;5275;5400
311;35679;0;2142;0;628;0;0;3956;4050
312;40327;0;1973;0;669;0;0;0;3375
313;40430;0;1819;0;632;0;0;0;3375
314;41001;0;1758;0;420;0;0;0;3375
315;44326;0;1895;0;136;0;0;0;3375
316;49037;0;2109;0;49;0;0;0;3375
317;52487;0;2231;0;32;0;0;0;3375
318;56342;0;2399;0;27;0;0;0;3375
319;341025;1416;2576;0;15;0;0;4287;3484
320;94611;566;2677;0;1;0;0;84300;23617
321;43556;16693;20298;0;8;0;0;92833;72388
322;39364;51765;37005;0;7;0;0;88521;71038
323;33676;73054;37985;32;0;0;0;87562;71147
324;27582;61209;30834;4104;0;0;0;80681;70499
325;32436;45164;24339;62;0;0;0;80572;42488
326;25073;53097;30415;7301;0;0;0;90826;68674
327;31595;67366;36060;10554;0;0;0;88690;77247
328;43302;64949;34082;2160;0;0;0;84226;63214
329;57432;37543;23522;0;0;0;0;85679;22267
330;105078;7020;10570;0;0;0;0;5275;4725
331;31587;2;3827;0;0;0;0;5275;4725
332;29989;10;3198;0;0;0;0;5275;5400
333;36621;48;3142;0;0;0;0;5275;5400
334;44605;129;3123;0;0;0;0;5275;5400
335;51793;438;3151;0;0;0;0;3956;4050
336;58682;894;3150;0;0;0;0;0;3375
337;60456;1664;3088;0;0;0;0;0;3375
338;61667;1888;3057;0;0;0;0;0;3375
339;63528;1634;3087;0;0;0;0;0;3375
340;67300;943;3225;0;0;0;0;0;3375
341;71007;611;3332;0;0;0;0;0;3375
342;70014;376;3194;0;0;0;0;0;3375
343;348387;43156;3104;0;12;0;0;4287;3484
344;120939;373;3215;0;38;0;0;87866;23617
345;66334;5448;15855;0;52;0;0;90430;65090
346;46436;21482;43998;0;46;0;0;90154;72353
347;38599;26757;48483;0;43;0;0;85216;68581
348;43169;29011;38581;1661;45;0;0;84499;70499
349;51512;22048;31010;0;51;0;0;84259;42488
350;32679;36677;42643;2642;31;0;0;92456;72849
351;39068;43795;49017;7119;24;0;0;83860;75964
352;52519;40786;44121;1205;32;0;0;87672;64266
353;69752;17695;27454;0;42;0;0;89245;22267
354;100169;3708;11843;0;44;0;0;5275;4725
355;28189;0;4254;0;41;0;0;5275;4725
356;30980;0;3725;0;40;0;0;5275;5400
357;41921;0;3725;0;37;0;0;5275;5400
358;52541;1;3720;0;37;0;0;5275;5400
359;58811;0;3656;0;46;0;0;3956;4050
360;65549;2;3640;0;32;0;0;0;3375
361;70183;10;3746;0;20;0;0;0;3375
362;73065;16;3761;0;24;0;0;0;3375
363;73948;30;3699;0;25;0;0;0;3375
364;76095;35;3729;0;25;0;0;0;3375
365;79057;65;3821;0;19;0;0;0;3375
366;81815;75;3882;0;18;0;0;0;3375
367;83574;139;3989;0;9;0;0;3956;3375
368;107235;563;4172;0;0;0;0;7522;4725
369;87120;1473;4583;0;0;0;0;7522;5250
370;50451;1747;12370;0;0;0;0;7522;6004
371;35217;1562;18492;0;0;0;0;4884;8633
372;38107;1620;6836;0;0;0;0;4884;4050
373;43916;1246;3508;0;0;0;0;4884;4050
374;45211;1374;8513;0;0;0;0;4884;5627
375;53682;1622;13326;0;0;0;0;4884;6678
376;74765;1658;9602;0;0;0;0;4884;4426
377;88478;2574;4722;0;0;0;0;8840;3375
378;78513;3406;3974;0;0;0;0;5275;4725
379;91930;3320;4249;0;0;0;0;5275;4725
380;99629;3476;4402;0;0;0;0;5275;5400
381;102905;3316;4463;0;0;0;0;5275;5400
382;104324;3217;4447;0;0;0;0;5275;5400
383;104915;3249;4386;0;0;0;0;3956;4050
384;108699;3489;4371;0;0;0;0;0;3375
385;111905;3613;4417;0;0;0;0;0;3375
386;116450;4060;4554;0;0;0;0;0;3375
387;119824;4185;4646;0;0;0;0;0;3375
388;121091;4515;4646;0;0;0;0;0;3375
389;121821;4972;4646;0;0;0;0;0;3375
390;121868;5425;4615;0;0;0;0;0;3375
391;120113;5711;4570;0;0;0;0;3956;3375
392;121022;5876;4554;0;0;0;0;4674;4725
393;107952;5883;4567;0;0;0;0;4674;4762
394;80700;5315;4558;0;0;0;0;4674;3561
395;80527;4939;4999;0;0;0;0;2037;3747
396;89889;4708;4664;0;0;0;0;2037;4050
397;92239;3937;4300;0;0;0;0;2037;4050
398;94608;2845;4465;0;0;0;0;2037;4161
399;97976;2561;4750;0;0;0;0;2037;4236
400;109267;2182;4655;0;0;0;0;2037;3449
401;113545;2373;4325;0;0;0;0;5993;3375
402;115096;2420;4206;0;0;0;0;5275;4725
403;119642;2414;4386;0;2;0;0;5275;4725
404;121733;2899;4570;0;2;0;0;5275;5400
405;126866;3383;4661;0;0;0;0;5275;5400
406;129247;3306;4707;0;0;0;0;5275;5400
407;129340;3574;4615;0;0;0;0;3956;4050
408;131753;3920;4524;0;0;0;0;0;3375
409;132427;3667;4509;0;0;0;0;0;3375
410;130965;4391;4417;0;0;0;0;0;3375
411;129432;4770;4325;0;0;0;0;0;3375
412;129067;4369;4279;0;0;0;0;0;3375
413;128424;3776;4218;0;0;0;0;0;3375
414;128170;3280;4172;0;0;0;0;0;3375
415;418786;49224;4174;0;0;0;0;4287;3484
416;161583;687;4061;0;11;0;0;85018;23617
417;92814;806;11223;0;38;0;0;87582;64601
418;74978;14439;39485;0;51;0;0;91541;69910
419;68763;13834;38026;0;67;0;0;84034;63695
420;58145;12027;35764;0;106;0;0;82877;70499
421;72122;3820;28518;0;183;0;0;82974;42488
422;44619;1972;30630;0;262;0;0;91206;71384
423;46260;68;29244;983;436;0;0;85276;73521
424;52490;0;25490;490;569;0;0;84945;63288
425;71232;0;16097;0;672;0;0;86397;22267
426;119853;0;6712;0;739;0;0;5275;4725
427;26111;0;2270;0;787;0;0;5275;4725
428;21729;0;1994;0;885;0;0;5275;5400
429;26084;0;1993;0;901;0;0;5275;5400
430;32644;0;1975;0;913;0;0;5275;5400
431;41619;0;2019;0;931;0;0;3956;4050
432;49902;0;2049;0;903;0;0;0;3375
433;52546;0;2003;0;878;0;0;0;3375
434;53426;0;1956;0;884;0;0;0;3375
435;54668;0;1956;0;938;0;0;0;3375
436;56051;0;1971;0;962;0;0;0;3375
437;56839;0;1956;0;913;0;0;0;3375
438;57905;0;1971;0;914;0;0;0;3375
439;354455;0;2064;0;968;0;0;4287;3484
440;122256;0;2122;0;906;0;0;87866;23617
441;50664;0;15224;0;838;0;0;96399;72914
442;37044;0;30806;0;842;0;0;96076;73667
443;28410;0;33669;11;793;0;0;92850;76405
444;32565;0;22641;4450;719;0;0;85725;70499
445;45488;0;17029;0;822;0;0;85822;42488
446;27509;0;23891;5303;900;0;0;95868;70251
447;28639;0;29381;11762;963;0;0;94092;79876
448;39327;0;23990;4889;921;0;0;87792;64266
449;55599;0;14012;0;694;0;0;89245;22267
450;87068;0;6236;0;251;0;0;5275;4725
451;19129;0;2564;0;40;0;0;5275;4725
452;22824;0;2625;0;3;0;0;5275;5400
453;29695;0;2851;0;0;0;0;5275;5400
454;37934;0;2847;0;0;0;0;5275;5400
455;47501;2;2845;0;0;0;0;3956;4050
456;56531;12;2921;0;1;0;0;0;3375
457;62486;36;3058;0;21;0;0;0;3375
458;67564;76;3180;0;23;0;0;0;3375
459;70219;81;3225;0;27;0;0;0;3375
460;72972;112;3301;0;17;0;0;0;3375
461;76447;128;3408;0;20;0;0;0;3375
462;79870;150;3500;0;19;0;0;0;3375
463;373365;22510;3631;0;0;0;0;4287;3484
464;121605;791;3785;0;0;0;0;84041;23617
465;61993;14029;17952;0;0;0;0;78565;64601
466;32498;59791;41565;0;0;0;0;82757;69910
467;19038;66371;38025;2817;0;0;0;75274;63695
468;16331;59823;34182;18076;0;0;0;71216;70499
469;16478;50665;27178;5296;0;0;0;70504;42488
470;11026;52341;31269;17428;0;0;0;79621;71384
471;14693;48138;32877;16486;2;0;0;75265;73521
472;30820;43438;31301;5100;24;0;0;82144;63288
473;46133;20757;21068;0;38;0;0;86397;22267
474;90777;3074;9314;0;43;0;0;5275;4725
475;26970;0;3329;0;39;0;0;5275;4725
476;22497;0;2815;0;31;0;0;5275;5400
477;27034;1;2775;0;26;0;0;5275;5400
478;34586;2;2863;0;24;0;0;5275;5400
479;43206;4;2937;0;23;0;0;3956;4050
480;52035;8;3028;0;25;0;0;0;3375
481;58150;20;3165;0;21;0;0;0;3375
482;63010;43;3287;0;19;0;0;0;3375
483;67111;65;3393;0;17;0;0;0;3375
484;69737;90;3424;0;15;0;0;0;3375
485;68781;229;3301;0;15;0;0;0;3375
486;67122;381;3164;0;15;0;0;0;3375
487;347735;33976;3134;0;17;0;0;4287;3484
488;97673;589;3231;0;17;0;0;84300;23617
489;44640;19522;23498;0;15;0;0;91877;72388
490;38062;50795;40774;0;12;0;0;88090;71038
491;29201;60678;40659;64;9;0;0;87064;71147
492;28520;39386;34145;2702;34;0;0;81124;70499
493;41301;19302;28878;0;56;0;0;81695;42488
494;30786;26215;34613;1477;65;0;0;92182;68674
495;33682;30398;38415;8045;70;0;0;90527;77247
496;42372;22488;33629;2116;104;0;0;84226;63214
497;51629;8234;21151;0;110;0;0;85679;22267
498;90421;853;8889;0;119;0;0;5275;4725
499;26360;0;3121;0;131;0;0;5275;4725
500;25067;0;2735;0;142;0;0;5275;5400
501;28774;0;2790;0;113;0;0;5275;5400
502;35337;0;2863;0;79;0;0;5275;5400
503;42982;0;2907;0;75;0;0;3956;4050
504;50677;0;2936;0;61;0;0;0;3375
505;55752;0;3073;0;52;0;0;0;3375
506;59794;0;3164;0;54;0;0;0;3375
507;62982;1;3256;0;48;0;0;0;3375
508;66004;2;3332;0;44;0;0;0;3375
509;68147;4;3347;0;37;0;0;0;3375
510;72072;18;3469;0;24;0;0;0;3375
511;357451;22404;3740;0;21;0;0;4287;3484
512;130941;664;3991;0;10;0;0;87160;23617
513;66958;14079;18845;0;0;0;0;82533;65090
514;35821;57246;50326;0;0;0;0;85840;72353
515;21350;59746;52549;180;0;0;0;78602;68581
516;25005;57402;38848;12152;0;0;0;79639;70499
517;38080;47704;29500;228;0;0;0;83435;42488
518;30602;55331;38092;5148;0;0;0;92994;72849
519;36461;63084;41989;9630;0;0;0;88123;75964
520;47553;48060;39391;2106;19;0;0;87792;64266
521;63533;17580;24912;0;48;0;0;89245;22267
522;87552;2961;10467;0;52;0;0;5275;4725
523;24300;0;3703;0;54;0;0;5275;4725
524;25452;0;3136;0;67;0;0;5275;5400
525;29789;0;2958;0;110;0;0;5275;5400
526;34434;0;2771;0;180;0;0;5275;5400
527;38017;0;2601;0;257;0;0;3956;4050
528;41602;0;2431;0;318;0;0;0;3375
529;42066;0;2324;0;409;0;0;0;3375
530;42776;0;2277;0;461;0;0;0;3375
531;43989;0;2277;0;357;0;0;0;3375
532;45817;0;2338;0;230;0;0;0;3375
533;48437;0;2445;0;178;0;0;0;3375
534;51824;0;2598;0;181;0;0;0;3375
535;55194;0;2827;0;195;0;0;3956;3375
536;79565;0;3026;0;149;0;0;7522;4725
537;64950;0;3363;0;110;0;0;7522;5250
538;46773;0;9155;0;132;0;0;7522;6004
539;32622;0;13554;0;135;0;0;4884;8633
540;28464;0;4941;0;101;0;0;4884;4050
541;19595;0;2587;0;65;0;0;4884;4050
542;17177;0;5987;0;48;0;0;4884;5627
543;27861;0;8747;0;33;0;0;4884;6678
544;45418;2;6388;0;10;0;0;4884;4426
545;58860;21;3334;0;2;0;0;8840;3375
546;49037;51;2812;0;11;0;0;5275;4725
547;54664;65;2888;0;14;0;0;5275;4725
548;59654;77;2980;0;15;0;0;5275;5400
549;65832;76;3194;0;24;0;0;5275;5400
550;70573;77;3347;0;29;0;0;5275;5400
551;72706;62;3347;0;35;0;0;3956;4050
552;78523;165;3408;0;25;0;0;0;3375
553;83721;628;3576;0;9;0;0;0;3375
554;87622;1101;3683;0;2;0;0;0;3375
555;88829;1570;3683;0;0;0;0;0;3375
556;89622;1902;3683;0;0;0;0;0;3375
557;95374;1778;3912;0;0;0;0;0;3375
558;100809;1671;4081;0;3;0;0;0;3375
559;103913;1799;4264;0;10;0;0;3956;3375
560;107700;2757;4310;0;0;0;0;4674;4725
561;91726;3121;4000;0;0;0;0;4674;4762
562;60315;4182;3971;0;0;0;0;4674;3561
563;54377;4286;4600;0;0;0;0;2037;3747
564;46292;5382;4391;0;0;0;0;2037;4050
565;42545;5404;3957;0;0;0;0;2037;4050
566;60175;5521;4101;0;0;0;0;2037;4161
567;79638;5397;4465;0;0;0;0;2037;4236
568;98697;4440;4602;0;0;0;0;2037;3449
