-;Room heating plant sens. load;Room hum. plant load;System air heating load;Room cooling plant sens. load;Room dehum. plant load;System air sens. clg. load;System air lat. clg. load;Lights electricity;Equip electricity
47;76086;651;2980;0;0;0;0;3956;4050
48;84255;1000;3133;0;0;0;0;0;3375
49;87520;1127;3225;0;0;0;0;0;3375
50;89199;1283;3270;0;0;0;0;0;3375
51;89960;1109;3255;0;0;0;0;0;3375
52;91670;992;3316;0;0;0;0;0;3375
53;95263;600;3439;0;0;0;0;0;3375
54;96782;226;3469;0;0;0;0;0;3375
55;97447;453;3546;0;0;0;0;3956;3375
56;100646;314;3591;0;0;0;0;4674;4725
57;96475;322;3555;0;0;0;0;4674;4762
58;90437;144;3581;0;0;0;0;4674;3561
59;85158;0;4032;0;0;0;0;2037;3747
60;82524;0;3832;0;0;0;0;2037;4050
61;90743;6;3923;0;0;0;0;2037;4050
62;108677;2120;4692;0;0;0;0;2037;4161
63;120721;3313;5261;0;0;0;0;2037;4236
64;128148;3263;5171;0;0;0;0;2037;3449
65;127405;3304;4811;0;0;0;0;5993;3375
66;126794;3434;4649;0;0;0;0;5275;4725
67;128270;4195;4677;0;0;0;0;5275;4725
68;126624;4335;4753;0;0;0;0;5275;5400
69;133257;4451;4952;0;0;0;0;5275;5400
70;136080;4002;4982;0;0;0;0;5275;5400
71;135716;4037;4906;0;0;0;0;3956;4050
72;139829;4356;4921;0;0;0;0;0;3375
73;142275;3745;4936;0;0;0;0;0;3375
74;142523;4212;4891;0;0;0;0;0;3375
75;142091;4427;4845;0;0;0;0;0;3375
76;143504;4378;4875;0;0;0;0;0;3375
77;142148;4570;4768;0;0;0;0;0;3375
78;139946;4411;4646;0;0;0;0;0;3375
79;429822;51123;4733;0;0;0;0;4287;3484
80;178808;1019;4915;0;0;0;0;85200;23617
81;104602;3304;14275;0;0;0;0;87945;64601
82;81414;51220;51835;0;0;0;0;92099;69910
83;60009;61559;51820;0;0;0;0;85639;63695
84;38875;69918;50354;583;0;0;0;85212;70499
85;42685;57369;42029;0;0;0;0;85212;42488
86;31698;64659;49151;3331;0;0;0;92112;71384
87;44014;75643;53136;3558;0;0;0;85639;73521
88;69722;74695;53471;0;0;0;0;85308;63288
89;105634;44597;36597;0;0;0;0;86519;22267
90;177212;13846;15644;0;0;0;0;5275;4725
91;40555;0;5337;0;0;0;0;5275;4725
92;46469;29;4469;0;0;0;0;5275;5400
93;76933;86;4384;0;0;0;0;5275;5400
94;89508;188;4348;0;0;0;0;5275;5400
95;97847;299;4452;0;0;0;0;3956;4050
96;107645;555;4588;0;0;0;0;0;3375
97;112054;1587;4648;0;0;0;0;0;3375
98;117159;2237;4754;0;0;0;0;0;3375
99;119242;2900;4739;0;0;0;0;0;3375
100;118914;3785;4631;0;0;0;0;0;3375
101;119664;4285;4585;0;0;0;0;0;3375
102;120762;4003;4570;0;0;0;0;0;3375
103;410179;50844;4609;0;0;0;0;4287;3484
104;174816;946;4657;0;0;0;0;88047;23617
105;87641;23821;33598;0;0;0;0;96762;72914
106;71604;65764;69546;0;0;0;0;96762;73667
107;61541;72443;82431;0;0;0;0;94456;76405
108;68093;61167;60744;0;0;0;0;88060;70499
109;91581;47065;46701;0;0;0;0;88060;42488
110;62658;57254;63001;0;0;0;0;96774;70251
111;59449;72150;74967;0;0;0;0;94456;79876
112;75060;62118;60883;0;0;0;0;88155;64266
113;105848;34260;35310;0;0;0;0;89366;22267
114;158129;9491;14409;0;0;0;0;5275;4725
115;34724;0;5031;0;0;0;0;5275;4725
116;44170;0;4371;0;0;0;0;5275;5400
117;70989;10;4368;0;0;0;0;5275;5400
118;81901;23;4393;0;0;0;0;5275;5400
119;88482;56;4437;0;0;0;0;3956;4050
120;99357;100;4573;0;0;0;0;0;3375
121;105065;141;4709;0;0;0;0;0;3375
122;109339;222;4754;0;0;0;0;0;3375
123;111098;384;4693;0;0;0;0;0;3375
124;110234;967;4524;0;0;0;0;0;3375
125;110416;1310;4448;0;0;0;0;0;3375
126;112440;1854;4463;0;0;0;0;0;3375
127;400918;47394;4469;0;0;0;0;4287;3484
128;147815;783;4530;0;0;0;0;85200;23617
129;86460;10115;22038;0;0;0;0;87945;64601
130;70573;53247;52492;0;0;0;0;92099;69910
131;70964;54375;53539;0;0;0;0;85639;63695
132;65412;54893;52830;0;0;0;0;85212;70499
133;79023;44499;43971;0;0;0;0;85212;42488
134;57609;50847;52412;0;0;0;0;92112;71384
135;62075;55141;54871;0;0;0;0;85639;73521
136;71392;51716;52583;0;0;0;0;85308;63288
137;95054;31723;34466;0;0;0;0;86519;22267
138;163638;10100;14742;0;0;0;0;5275;4725
139;41834;0;5239;0;0;0;0;5275;4725
140;45501;6;4529;0;0;0;0;5275;5400
141;74512;43;4568;0;0;0;0;5275;5400
142;88712;124;4685;0;0;0;0;5275;5400
143;95685;213;4743;0;0;0;0;3956;4050
144;104904;363;4802;0;0;0;0;0;3375
145;111538;1053;4954;0;0;0;0;0;3375
146;117147;2152;5121;0;0;0;0;0;3375
147;119537;3128;5197;0;0;0;0;0;3375
148;120091;3778;5243;0;0;0;0;0;3375
149;124729;5025;5334;0;0;0;0;0;3375
150;130155;5342;5380;0;0;0;0;0;3375
151;421716;52431;5603;0;0;0;0;4287;3484
152;169209;1318;5796;0;0;0;0;84482;23617
153;82021;39995;40979;0;0;0;0;93196;72388
154;62258;96062;71314;0;0;0;0;93196;71038
155;53582;100676;72365;0;0;0;0;90890;71147
156;48614;82357;59584;0;0;0;0;84494;70499
157;64733;61921;47639;0;0;0;0;84494;42488
158;52325;75276;58425;0;0;0;0;93208;68674
159;57720;88027;67529;0;0;0;0;90890;77247
160;72726;73254;60010;0;0;0;0;84590;63214
161;99955;44556;39036;0;0;0;0;85800;22267
162;175696;15180;16994;0;0;0;0;5275;4725
163;45683;11;6010;0;0;0;0;5275;4725
164;59109;61;5179;0;0;0;0;5275;5400
165;88250;142;5151;0;0;0;0;5275;5400
166;97993;293;5129;0;0;0;0;5275;5400
167;103710;717;5125;0;0;0;0;3956;4050
168;111891;2409;5139;0;0;0;0;0;3375
169;115379;3839;5137;0;0;0;0;0;3375
170;117239;5472;5121;0;0;0;0;0;3375
171;118645;6013;5090;0;0;0;0;0;3375
172;119400;6315;5044;0;0;0;0;0;3375
173;121570;5761;5074;0;0;0;0;0;3375
174;124987;5099;5166;0;0;0;0;0;3375
175;414875;51689;5292;0;0;0;0;4287;3484
176;180210;1155;5401;0;0;0;0;88047;23617
177;105188;17971;25878;0;0;0;0;90793;65090
178;82205;71625;71940;0;0;0;0;94947;72353
179;74951;72427;79904;0;0;0;0;88487;68581
180;77787;72109;63792;0;0;0;0;88060;70499
181;95744;58484;50542;0;0;0;0;88060;42488
182;68847;69465;66223;0;0;0;0;94959;72849
183;70590;78097;74650;0;0;0;0;88487;75964
184;83877;74122;66928;0;0;0;0;88155;64266
185;113615;45650;40559;0;0;0;0;89366;22267
186;172835;16787;17085;0;0;0;0;5275;4725
187;42436;10;6026;0;0;0;0;5275;4725
188;58450;51;5164;0;0;0;0;5275;5400
189;86914;103;5105;0;0;0;0;5275;5400
190;97378;185;5098;0;0;0;0;5275;5400
191;103801;307;5125;0;0;0;0;3956;4050
192;111515;673;5139;0;0;0;0;0;3375
193;115190;1914;5153;0;0;0;0;0;3375
194;118201;2746;5167;0;0;0;0;0;3375
195;120993;3606;5182;0;0;0;0;0;3375
196;123336;4683;5197;0;0;0;0;0;3375
197;125200;5137;5197;0;0;0;0;0;3375
198;126908;4854;5212;0;0;0;0;0;3375
199;126513;4849;5212;0;0;0;0;3956;3375
200;146334;5056;5227;0;0;0;0;7522;4725
201;137063;5397;5884;0;0;0;0;7522;5250
202;125916;6127;17057;0;0;0;0;7522;6004
203;110068;6277;26976;0;0;0;0;4884;8633
204;112120;6411;10306;0;0;0;0;4884;4050
205;112183;6270;5363;0;0;0;0;4884;4050
206;106922;6021;12438;0;0;0;0;4884;5627
207;113471;5938;18201;0;0;0;0;4884;6678
208;129950;6134;13343;0;0;0;0;4884;4426
209;141292;6264;6842;0;0;0;0;8840;3375
210;123084;6402;5395;0;0;0;0;5275;4725
211;132490;6223;5410;0;0;0;0;5275;4725
212;138225;6163;5410;0;0;0;0;5275;5400
213;140859;5640;5395;0;0;0;0;5275;5400
214;143071;5501;5426;0;0;0;0;5275;5400
215;146554;5702;5502;0;0;0;0;3956;4050
216;152179;5543;5502;0;0;0;0;0;3375
217;152158;5457;5410;0;0;0;0;0;3375
218;151482;5143;5334;0;0;0;0;0;3375
219;150629;4878;5242;0;0;0;0;0;3375
220;148634;4775;5105;0;0;0;0;0;3375
221;145076;4774;4891;0;0;0;0;0;3375
222;142508;4533;4738;0;0;0;0;0;3375
223;139853;4613;4661;0;0;0;0;3956;3375
224;139511;4143;4539;0;0;0;0;4674;4725
225;132375;4113;4383;0;0;0;0;4674;4762
226;124244;3952;4323;0;0;0;0;4674;3561
227;119522;3387;4912;0;0;0;0;2037;3747
228;117906;2805;4681;0;0;0;0;2037;4050
229;115800;3056;4177;0;0;0;0;2037;4050
230;114538;2368;4131;0;0;0;0;2037;4161
231;115749;1485;4192;0;2;0;0;2037;4236
232;118798;477;3938;0;20;0;0;2037;3449
233;115884;185;3551;0;52;0;0;5993;3375
234;112334;0;3273;0;67;0;0;5275;4725
235;107694;0;3041;0;88;0;0;5275;4725
236;97306;0;2735;0;133;0;0;5275;5400
237;93461;0;2506;0;215;0;0;5275;5400
238;90734;0;2369;0;259;0;0;5275;5400
239;91471;0;2353;0;269;0;0;3956;4050
240;98931;0;2521;0;213;0;0;0;3375
241;103683;0;2705;0;126;0;0;0;3375
242;105393;0;2766;0;104;0;0;0;3375
243;106088;0;2797;0;104;0;0;0;3375
244;107872;0;2873;0;92;0;0;0;3375
245;108004;0;2858;0;146;0;0;0;3375
246;107406;0;2812;0;161;0;0;0;3375
247;403857;25739;3011;0;122;0;0;4287;3484
248;151768;270;3192;0;111;0;0;85200;23617
249;87117;147;8866;0;98;0;0;87945;64601
250;67621;6215;32313;0;104;0;0;92099;69910
251;61493;13368;33001;0;89;0;0;85639;63695
252;49992;17020;32034;0;97;0;0;85212;70499
253;53548;14070;26349;0;82;0;0;85212;42488
254;27393;24573;30351;4050;48;0;0;92112;71384
255;33297;32903;32113;10643;32;0;0;85639;73521
256;52422;38269;31647;914;27;0;0;85308;63288
257;82454;22621;22276;0;25;0;0;86519;22267
258;139547;6158;9942;0;22;0;0;5275;4725
259;33233;0;3394;0;25;0;0;5275;4725
260;32319;0;3230;0;36;0;0;5275;5400
261;53609;0;3403;0;33;0;0;5275;5400
262;67243;0;3245;0;30;0;0;5275;5400
263;77229;0;3350;0;30;0;0;3956;4050
264;88179;4;3487;0;24;0;0;0;3375
265;93814;24;3578;0;14;0;0;0;3375
266;97469;57;3654;0;11;0;0;0;3375
267;99942;83;3684;0;10;0;0;0;3375
268;101884;118;3683;0;4;0;0;0;3375
269;104279;189;3729;0;2;0;0;0;3375
270;108030;388;3821;0;0;0;0;0;3375
271;402379;39405;3973;0;0;0;0;4287;3484
272;166087;833;4118;0;0;0;0;88047;23617
273;74978;23561;29349;0;0;0;0;96762;72914
274;42543;69282;57281;0;0;0;0;96762;73667
275;29839;75248;60811;77;0;0;0;94456;76405
276;36053;61397;41658;2341;0;0;0;88060;70499
277;39667;50650;31660;750;0;0;0;88060;42488
278;30360;57407;42806;4258;0;0;0;96774;70251
279;38845;71761;50857;4799;0;0;0;94456;79876
280;55109;64448;41756;169;0;0;0;88155;64266
281;78333;35158;24540;0;0;0;0;89366;22267
282;114987;7578;10416;0;0;0;0;5275;4725
283;27365;0;3728;0;0;0;0;5275;4725
284;29726;1;3186;0;0;0;0;5275;5400
285;41342;5;3143;0;0;0;0;5275;5400
286;53875;31;3138;0;0;0;0;5275;5400
287;62219;62;3182;0;0;0;0;3956;4050
288;69478;90;3196;0;0;0;0;0;3375
289;72343;88;3195;0;4;0;0;0;3375
290;75647;45;3271;0;27;0;0;0;3375
291;78798;12;3347;0;48;0;0;0;3375
292;78292;0;3225;0;66;0;0;0;3375
293;73298;0;2888;0;98;0;0;0;3375
294;67046;0;2522;0;178;0;0;0;3375
295;353117;24567;2358;0;215;0;0;4287;3484
296;102332;99;2344;0;212;0;0;85200;23617
297;55268;462;11393;0;232;0;0;87945;64601
298;45436;1346;28077;0;275;0;0;92099;69910
299;43736;2808;26887;0;297;0;0;85639;63695
300;38195;6378;24347;2454;275;0;0;85212;70499
301;44474;4081;20108;0;269;0;0;85212;42488
302;31661;6176;23479;3606;251;0;0;92112;71384
303;37296;6661;24662;10935;227;0;0;85639;73521
304;44606;10704;24195;3816;183;0;0;85308;63288
305;53641;4760;16094;0;140;0;0;86519;22267
306;95308;11;6784;0;125;0;0;5275;4725
307;26754;0;2521;0;214;0;0;5275;4725
308;22979;0;2319;0;375;0;0;5275;5400
309;26144;0;2253;0;477;0;0;5275;5400
310;30745;0;2220;0;566;0;0;5275;5400
311;35502;0;2142;0;628;0;0;3956;4050
312;40118;0;1973;0;669;0;0;0;3375
313;40238;0;1819;0;632;0;0;0;3375
314;40776;0;1758;0;420;0;0;0;3375
315;44098;0;1895;0;135;0;0;0;3375
316;48821;0;2109;0;49;0;0;0;3375
317;52280;0;2231;0;32;0;0;0;3375
318;56147;0;2399;0;27;0;0;0;3375
319;340312;1415;2576;0;15;0;0;4287;3484
320;94131;566;2677;0;1;0;0;84482;23617
321;43469;16800;20298;0;8;0;0;93196;72388
322;38947;53175;37005;0;7;0;0;93196;71038
323;33436;74143;37985;34;0;0;0;90890;71147
324;27536;61912;30834;5609;0;0;0;84494;70499
325;31501;46080;24339;147;0;0;0;84494;42488
326;24889;53321;30415;8312;0;0;0;93208;68674
327;31515;67769;36060;11406;0;0;0;90890;77247
328;42997;65148;34082;2339;0;0;0;84590;63214
329;57134;37680;23522;0;0;0;0;85800;22267
330;103813;6888;10569;0;0;0;0;5275;4725
331;31583;2;3827;0;0;0;0;5275;4725
332;29958;10;3198;0;0;0;0;5275;5400
333;36437;49;3142;0;0;0;0;5275;5400
334;44355;130;3123;0;0;0;0;5275;5400
335;51498;481;3151;0;0;0;0;3956;4050
336;58368;920;3150;0;0;0;0;0;3375
337;60183;1679;3088;0;0;0;0;0;3375
338;61417;1893;3057;0;0;0;0;0;3375
339;63294;1639;3087;0;0;0;0;0;3375
340;67018;944;3225;0;0;0;0;0;3375
341;70754;610;3332;0;0;0;0;0;3375
342;69772;378;3194;0;0;0;0;0;3375
343;347598;43046;3104;0;12;0;0;4287;3484
344;120372;372;3215;0;38;0;0;88047;23617
345;66211;5554;15855;0;52;0;0;90793;65090
346;45997;22651;43998;0;46;0;0;94947;72353
347;38305;27916;48483;0;43;0;0;88487;68581
348;43021;29940;38582;2314;45;0;0;88060;70499
349;50458;22991;31010;0;51;0;0;88060;42488
350;32339;36999;42644;3441;31;0;0;94959;72849
351;38889;44370;49017;9127;24;0;0;88487;75964
352;52075;41045;44121;1390;32;0;0;88155;64266
353;69415;17833;27453;0;42;0;0;89366;22267
354;98671;3583;11842;0;44;0;0;5275;4725
355;28184;0;4253;0;41;0;0;5275;4725
356;30911;0;3725;0;40;0;0;5275;5400
357;41725;0;3725;0;37;0;0;5275;5400
358;52168;1;3720;0;37;0;0;5275;5400
359;58461;0;3656;0;46;0;0;3956;4050
360;65199;2;3640;0;32;0;0;0;3375
361;69883;10;3746;0;20;0;0;0;3375
362;72736;16;3761;0;24;0;0;0;3375
363;73661;30;3699;0;25;0;0;0;3375
364;75817;35;3729;0;25;0;0;0;3375
365;78788;65;3821;0;19;0;0;0;3375
366;81552;75;3882;0;18;0;0;0;3375
367;83226;146;3989;0;9;0;0;3956;3375
368;106907;599;4172;0;0;0;0;7522;4725
369;86804;1485;4583;0;0;0;0;7522;5250
370;50260;1769;12370;0;0;0;0;7522;6004
371;35083;1574;18492;0;0;0;0;4884;8633
372;37991;1628;6836;0;0;0;0;4884;4050
373;43788;1246;3508;0;0;0;0;4884;4050
374;45000;1373;8513;0;0;0;0;4884;5627
375;53437;1616;13326;0;0;0;0;4884;6678
376;74520;1646;9602;0;0;0;0;4884;4426
377;88104;2543;4722;0;0;0;0;8840;3375
378;78060;3387;3974;0;0;0;0;5275;4725
379;91441;3309;4249;0;0;0;0;5275;4725
380;99203;3476;4402;0;0;0;0;5275;5400
381;102473;3314;4463;0;0;0;0;5275;5400
382;103884;3214;4447;0;0;0;0;5275;5400
383;104504;3249;4386;0;0;0;0;3956;4050
384;108301;3489;4371;0;0;0;0;0;3375
385;111520;3613;4417;0;0;0;0;0;3375
386;116070;4060;4554;0;0;0;0;0;3375
387;119408;4179;4646;0;0;0;0;0;3375
388;120703;4515;4646;0;0;0;0;0;3375
389;121449;4972;4646;0;0;0;0;0;3375
390;121507;5425;4615;0;0;0;0;0;3375
391;119764;5711;4570;0;0;0;0;3956;3375
392;120683;5876;4554;0;0;0;0;4674;4725
393;107622;5883;4567;0;0;0;0;4674;4762
394;80379;5315;4558;0;0;0;0;4674;3561
395;80217;4939;4999;0;0;0;0;2037;3747
396;89588;4708;4664;0;0;0;0;2037;4050
397;91945;3937;4300;0;0;0;0;2037;4050
398;94323;2845;4465;0;0;0;0;2037;4161
399;97699;2561;4750;0;0;0;0;2037;4236
400;108998;2182;4655;0;0;0;0;2037;3449
401;113282;2373;4325;0;0;0;0;5993;3375
402;114828;2420;4206;0;0;0;0;5275;4725
403;119379;2414;4386;0;2;0;0;5275;4725
404;121483;2899;4570;0;2;0;0;5275;5400
405;126624;3383;4661;0;0;0;0;5275;5400
406;129009;3306;4707;0;0;0;0;5275;5400
407;129109;3574;4615;0;0;0;0;3956;4050
408;131529;3920;4524;0;0;0;0;0;3375
409;132209;3667;4509;0;0;0;0;0;3375
410;130753;4391;4417;0;0;0;0;0;3375
411;129226;4770;4325;0;0;0;0;0;3375
412;128865;4369;4279;0;0;0;0;0;3375
413;128228;3776;4218;0;0;0;0;0;3375
414;127978;3280;4172;0;0;0;0;0;3375
415;418611;49225;4174;0;0;0;0;4287;3484
416;161319;687;4061;0;11;0;0;85200;23617
417;92660;863;11223;0;38;0;0;87945;64601
418;74697;14527;39485;0;51;0;0;92099;69910
419;68176;14185;38026;0;67;0;0;85639;63695
420;57325;12541;35764;0;106;0;0;85212;70499
421;70874;4056;28518;0;183;0;0;85212;42488
422;44032;2037;30630;0;262;0;0;92112;71384
423;46113;73;29244;1065;436;0;0;85639;73521
424;52348;0;25490;526;569;0;0;85308;63288
425;70920;0;16097;0;672;0;0;86519;22267
426;119429;0;6712;0;739;0;0;5275;4725
427;26109;0;2270;0;787;0;0;5275;4725
428;21722;0;1994;0;885;0;0;5275;5400
429;26016;0;1993;0;901;0;0;5275;5400
430;32504;0;1975;0;913;0;0;5275;5400
431;41439;0;2019;0;931;0;0;3956;4050
432;49724;0;2049;0;902;0;0;0;3375
433;52391;0;2003;0;877;0;0;0;3375
434;53299;0;1956;0;884;0;0;0;3375
435;54549;0;1956;0;938;0;0;0;3375
436;55918;0;1971;0;962;0;0;0;3375
437;56709;0;1956;0;913;0;0;0;3375
438;57781;0;1971;0;914;0;0;0;3375
439;354227;0;2064;0;967;0;0;4287;3484
440;122040;0;2122;0;905;0;0;88047;23617
441;50566;0;15224;0;838;0;0;96762;72914
442;36949;0;30806;0;842;0;0;96762;73667
443;28232;0;33669;12;793;0;0;94456;76405
444;32524;0;22641;5203;719;0;0;88060;70499
445;44918;0;17029;0;821;0;0;88060;42488
446;27234;0;23891;5691;900;0;0;96774;70251
447;28626;0;29381;12057;962;0;0;94456;79876
448;39248;0;23990;4999;920;0;0;88155;64266
449;55322;0;14012;0;694;0;0;89366;22267
450;86594;0;6236;0;251;0;0;5275;4725
451;19126;0;2564;0;40;0;0;5275;4725
452;22816;0;2625;0;3;0;0;5275;5400
453;29611;0;2851;0;0;0;0;5275;5400
454;37803;0;2847;0;0;0;0;5275;5400
455;47319;2;2845;0;0;0;0;3956;4050
456;56360;12;2921;0;0;0;0;0;3375
457;62331;36;3058;0;20;0;0;0;3375
458;67423;76;3180;0;23;0;0;0;3375
459;70090;81;3225;0;27;0;0;0;3375
460;72839;112;3301;0;17;0;0;0;3375
461;76305;128;3408;0;20;0;0;0;3375
462;79730;150;3500;0;19;0;0;0;3375
463;373106;22511;3631;0;0;0;0;4287;3484
464;120787;791;3785;0;0;0;0;85200;23617
465;59043;15511;17952;0;0;0;0;87945;64601
466;31956;62627;41566;0;0;0;0;92099;69910
467;18898;67631;38025;6974;0;0;0;85639;63695
468;16290;60403;34182;26782;0;0;0;85212;70499
469;16396;52631;27177;11267;0;0;0;85212;42488
470;10993;53480;31270;23486;0;0;0;92112;71384
471;14648;49271;32878;21954;2;0;0;85639;73521
472;30717;43947;31300;7003;24;0;0;85308;63288
473;45363;20879;21066;0;38;0;0;86519;22267
474;88397;2879;9313;0;43;0;0;5275;4725
475;26966;0;3329;0;39;0;0;5275;4725
476;22481;0;2815;0;31;0;0;5275;5400
477;26896;1;2775;0;26;0;0;5275;5400
478;34370;2;2863;0;24;0;0;5275;5400
479;42802;4;2937;0;23;0;0;3956;4050
480;51633;8;3028;0;25;0;0;0;3375
481;57719;20;3165;0;21;0;0;0;3375
482;62600;43;3287;0;19;0;0;0;3375
483;66602;66;3393;0;17;0;0;0;3375
484;69285;120;3424;0;15;0;0;0;3375
485;68367;266;3301;0;15;0;0;0;3375
486;66725;413;3164;0;15;0;0;0;3375
487;346397;33738;3134;0;17;0;0;4287;3484
488;96754;596;3231;0;17;0;0;84482;23617
489;44392;19892;23498;0;15;0;0;93196;72388
490;37485;52457;40774;0;12;0;0;93196;71038
491;29045;62044;40660;68;9;0;0;90890;71147
492;28446;40131;34145;3957;34;0;0;84494;70499
493;40304;20083;28878;0;56;0;0;84494;42488
494;30350;26448;34614;1966;65;0;0;93208;68674
495;33590;30562;38415;8684;70;0;0;90890;77247
496;42149;22787;33629;2285;104;0;0;84590;63214
497;51275;8391;21150;0;110;0;0;85800;22267
498;88943;818;8888;0;119;0;0;5275;4725
499;26356;0;3121;0;131;0;0;5275;4725
500;25055;0;2735;0;142;0;0;5275;5400
501;28652;0;2790;0;113;0;0;5275;5400
502;35139;0;2863;0;79;0;0;5275;5400
503;42675;0;2907;0;75;0;0;3956;4050
504;50388;0;2936;0;61;0;0;0;3375
505;55355;0;3073;0;52;0;0;0;3375
506;59488;0;3164;0;54;0;0;0;3375
507;62640;1;3256;0;48;0;0;0;3375
508;65643;2;3332;0;44;0;0;0;3375
509;67747;4;3347;0;37;0;0;0;3375
510;71725;18;3469;0;24;0;0;0;3375
511;356313;22314;3740;0;21;0;0;4287;3484
512;129739;664;3991;0;10;0;0;88047;23617
513;65338;15497;18845;0;0;0;0;90793;65090
514;35223;60211;50327;0;0;0;0;94947;72353
515;21232;62122;52549;1905;0;0;0;88487;68581
516;24918;57862;38848;16891;0;0;0;88060;70499
517;37753;48819;29499;627;0;0;0;88060;42488
518;30370;55680;38092;5989;0;0;0;94959;72849
519;36380;63415;41990;10101;0;0;0;88487;75964
520;47195;48409;39391;2314;19;0;0;88155;64266
521;63058;17800;24911;0;48;0;0;89366;22267
522;85507;2813;10466;0;52;0;0;5275;4725
523;24295;0;3703;0;54;0;0;5275;4725
524;25427;0;3136;0;67;0;0;5275;5400
525;29612;0;2958;0;110;0;0;5275;5400
526;34189;0;2771;0;180;0;0;5275;5400
527;37661;0;2601;0;257;0;0;3956;4050
528;41325;0;2431;0;318;0;0;0;3375
529;41801;0;2324;0;408;0;0;0;3375
530;42442;0;2277;0;460;0;0;0;3375
531;43697;0;2277;0;356;0;0;0;3375
532;45556;0;2338;0;230;0;0;0;3375
533;48124;0;2445;0;178;0;0;0;3375
534;51494;0;2598;0;181;0;0;0;3375
535;54818;0;2827;0;195;0;0;3956;3375
536;79153;0;3026;0;149;0;0;7522;4725
537;64498;0;3363;0;110;0;0;7522;5250
538;46459;0;9155;0;132;0;0;7522;6004
539;32412;0;13554;0;135;0;0;4884;8633
540;28325;0;4941;0;101;0;0;4884;4050
541;19539;0;2587;0;65;0;0;4884;4050
542;17106;0;5987;0;48;0;0;4884;5627
543;27673;0;8747;0;33;0;0;4884;6678
544;45099;2;6388;0;10;0;0;4884;4426
545;58500;21;3334;0;2;0;0;8840;3375
546;48551;51;2812;0;11;0;0;5275;4725
547;54286;65;2888;0;14;0;0;5275;4725
548;59286;77;2980;0;15;0;0;5275;5400
549;65373;76;3194;0;24;0;0;5275;5400
550;70094;84;3347;0;29;0;0;5275;5400
551;72213;68;3347;0;35;0;0;3956;4050
552;77892;177;3408;0;25;0;0;0;3375
553;83130;637;3576;0;9;0;0;0;3375
554;86889;1087;3683;0;2;0;0;0;3375
555;88119;1571;3683;0;0;0;0;0;3375
556;88969;1898;3683;0;0;0;0;0;3375
557;94745;1770;3912;0;0;0;0;0;3375
558;100172;1663;4081;0;3;0;0;0;3375
559;103266;1795;4264;0;10;0;0;3956;3375
560;107090;2756;4310;0;0;0;0;4674;4725
561;91137;3122;4000;0;0;0;0;4674;4762
562;59909;4207;3971;0;0;0;0;4674;3561
563;54051;4301;4600;0;0;0;0;2037;3747
564;46016;5398;4391;0;0;0;0;2037;4050
565;42303;5414;3957;0;0;0;0;2037;4050
566;59776;5503;4101;0;0;0;0;2037;4161
567;79029;5372;4465;0;0;0;0;2037;4236
568;98157;4435;4602;0;0;0;0;2037;3449
