;0;1;2;3;4;5;6;7
vars;Heating plant sensible load;Cooling + dehum plant load;Lighting gain;Equipment gain;Solar gain;People gain;Humidification plant load;ApSys air supply
A-AF0001 Afvalberging;0.0;0.026535594940185547;0.0;0.0;8.716396242380143e-05;0.0;0.0;0.0
A-AF0002 Afvalberging;0.0;0.01890443229675293;0.0;0.0;0.00021886396408081054;0.0;0.0;0.0
A-BE0001 berging;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A-BE0101 berging;0.0;0.0;0.0;0.0;2.959535922855139e-06;0.0;0.0;0.0
A-BE0201 berging;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A-BE0301 berging;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A-BE0401 berging;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A-BE0501 berging;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A-CO0001 Office;1.777000244140625;0.6690018920898437;0.21319998168945312;0.105;0.45427642822265624;0.105;0.24916677856445313;0.010216482914984226
A-EH0001 EHBO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
A-GA0001 Gang;2.4245234375;0.4016612243652344;0.0;0.0;0.22955458068847656;0.0;0.0;0.0
A-GA00031 Flex desks;2.0905205078125;2.5603999023437503;0.6056000366210937;0.735;1.8111390380859376;0.735;1.45666162109375;0.11791589856147766
A-GA0015 Office;1.2502000732421876;1.5311373291015626;0.25000001525878907;0.36;1.384329345703125;0.7199999389648437;1.058406494140625;0.11512510478496552
A-GA0016 Office;0.631699951171875;1.0286718750000001;0.12630001068115235;0.18;1.3282613525390625;0.35999996948242186;0.5693253173828126;0.05731455981731415
A-GA0017 Office;0.6323001098632812;0.4476634521484375;0.12650000762939453;0.18;0.0013337881565093994;0.35999996948242186;0.6171062622070312;0.058475252240896225
A-GA0102 Makerspace;6.1116552734375;4.6288671875;1.0166400146484376;0.42;4.0481462402343755;0.42;0.8902694091796876;0.05165953189134598
A-GA0103 Flex desks;2.183826171875;2.55399462890625;0.6053599853515625;0.315;2.54391748046875;0.315;0.5616791381835937;0.047881681472063065
A-GA0104 Gang;0.5696647338867188;0.019738384246826172;0.12736000061035158;0.0;0.5566027832031251;0.0;0.0;0.0
A-GA0201 Gang;0.0;0.0;0.0;0.0;0.000690933108329773;0.0;0.0;0.0
