;0;1;2;3;4;5;6;7
vars;Heating plant sensible load;Cooling + dehum plant load;Lighting gain;Equipment gain;Solar gain;People gain;Humidification plant load;ApSys air supply
040808 Lokaal 7;95.65293750000001;4.34626708984375;140.239671875;48.864000000000004;0.0;366.48;0.0;58.70441436767578
040809 Lokaal 8;76.9888515625;2.70852001953125;136.819203125;48.864000000000004;0.002949410915374756;366.48;0.0;58.689178466796875
040810 Lokaal 9;61.82432421875;3.2124423828125;140.5654375;48.864000000000004;0.0;366.48;0.0;58.70714569091797
040811 Lokaal 10;54.56264453125;3.72825830078125;141.70559375;48.864000000000004;0.0;366.48;0.0;58.53241729736328
040812 Lokaal 11;51.936195312500004;3.70717041015625;140.891203125;48.864000000000004;0.0;366.48;0.0;58.4307861328125
061108 Lokaal 7;48.243289062500004;6.3386035156250005;207.834859375;114.016;9.257029742002488e-05;855.12;0.0;136.4086456298828
0601 Debriefing lokaal 1;1521.6770000000001;253.0223125;492.54909375;488.64;2515.52425;3664.8;0.0;572.6530151367188
0602 Trainingen perfusie;475.89271875000003;4001.641;482.613375;6840.96;1207.2250000000001;610.8000000000001;0.0;90.76371765136719
0603 Apotheek sas;1.138390380859375;0.0;22.640318359375;10.2614404296875;0.012352588653564454;0.0;0.0;0.0
0604 Debriefing lokaal 2;661.3311875;112.9827265625;240.73665625;195.45600000000002;789.679;1465.92;0.0;228.1502227783203
0605 Debriefing lokaal 3;784.482875;110.5674609375;245.134390625;195.45600000000002;638.21475;1465.92;0.0;228.063720703125
0606 Debriefing lokaal 4;1463.214375;194.461703125;253.4413125;195.45600000000002;998.5921875;1465.92;0.0;226.04766845703125
0607 Berging;0.0;0.0;0.0;0.0;2.846105712890625;0.0;0.0;0.0
0608 Berging 2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0609 VR Casco;205.005140625;61.52551171875;725.956125;1541.9850000000001;0.7679146118164063;610.8000000000001;0.0;101.1636962890625
0610 VR;210.732328125;80.5528046875;752.179875;1593.9437500000001;0.41638381958007814;610.8000000000001;0.0;101.33702087402344
0623 [GEN] Core;0.0;0.0;0.0;0.0;0.08638008880615235;0.0;0.0;0.0
0650 Centrale ruimte;122.2551640625;0.0;565.193625;265.9830625;2403.2935;0.0;0.0;0.0
0651 Centrale ruimte;3350.582;156.770390625;576.106625;259.793609375;7589.163500000001;0.0;0.0;0.0
