Level;Number;Name;BARC_SPC_CATEGORY;BARC_SPC_GROUP_CLASS0;BARC_SPC_GROUP_CLASS1;BARC_SPC_KEY;Area;IES_AREA;Volume;IES_OCCUPATION_REAL;IES_OCCUPATION_DESIGN;IES_PROFILE;BARC_REF_ACTIVITY_PEOPLE_SENSIBLE;BARC_REF_ACTIVITY_PEOPLE_LATENT;IES_LIGHT_DENSITY;IES_ILLUMINANCE;BARC_EA_PLUG_EQUIP1_PERAREA;BARC_EA_PLUG_EQUIP1_PERPERSON;BARC_EA_PLUG_EQUIP1_PERROOM;IES_PLUG_TOTAL;IES_PLUG_TOTAL_DENSITY;IES_INT_GAINS_TOTAL_DENSITY;IES_VENTILATION_TYPE;BARC_VENT_SUPPLY_DESIGN;Condition Type;BARC_SPC_HEAT_TEMP_SETPOINT;BARC_SPC_CLG_TEMP_SETPOINT;IES_COMF_RH_MIN;IES_COMF_RH_MAX;IES_HEAT_POWER_DENSITY;IES_COOL_POWER_DENSITY;
06;06.01;Debriefing lokaal 1;EDUCATIONAL;06;EDU;[EDU] Communicatie;45.0;0.0;148.5;30;30;[Education] Training Room;75;40;6;300;0;10;0;300;6.66488936384216;62.6515595926583;0;1200;HeatedAndCooled;21.0;25.0;0;0;0;0
06;06.02;Trainingen perfusie;EDUCATIONAL;06;EDU;[EDU] ECMO;45.7;0.0;150.8;5;5;[Education] Training Room;75;40;6;500;0;0;4200;4200;91.915787643964;106.122554397889;0;200;HeatedAndCooled;21.0;25.0;0;0;0;0
06;06.03.02;Apotheek debrief;EDUCATIONAL;06;EDU;[EDU] Hifi;16.4;0.0;54.2;8;8;[Education] Training Room;75;40;6;500;0;0;2200;2200;133.959492476196;176.493899515158;0;320;HeatedAndCooled;21.0;25.0;0;0;0;0
05;05.04;Ergonomie lokaal;EDUCATIONAL;05;EDU;[EDU] Technische vaardigheden;68.8;0.0;227.0;15;15;[Education] Training Room;75;40;10;500;0;15;0;225;3.27031794031015;29.6219076418609;0;600;HeatedAndCooled;21.0;25.0;0;0;0;0
05;05.06;Debriefing lokaal 2;EDUCATIONAL;05;EDU;[EDU] Communicatie;23.2;0.0;76.5;12;12;[Education] Training Room;75;40;6;300;0;10;0;120;5.17642998878442;49.9996549046676;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
05;05.02;Practicum klein;EDUCATIONAL;05;EDU;[EDU] Technische vaardigheden;22.4;0.0;73.8;5;5;[Education] Training Room;75;40;10;500;0;15;0;75;3.35286938661949;30.1172163197169;0;200;HeatedAndCooled;21.0;25.0;0;0;0;0
06;06.05;Debriefing lokaal 3;EDUCATIONAL;06;EDU;[EDU] Communicatie;22.4;0.0;73.9;12;12;[Education] Training Room;75;40;6;300;0;10;0;120;5.35570829242169;51.5235204855843;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
01;01.01;[EDU] Circulation;EDUCATIONAL;01;EDU;[EDU] Circulation;81.1;0.0;283.8;0;0;[Education] Training Room;75;40;2;100;1;0;0;81.0775;1;3;0;0;Heated;18.0;28.0;0;0;0;0
05;05.12;Practicum middel;EDUCATIONAL;05;EDU;[EDU] Technische vaardigheden;47.1;0.0;155.3;12;12;[Education] Training Room;75;40;10;500;0;15;0;180;3.82522951377082;32.9513770826249;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
01;01.09;Reanimatielokaal met 8 poppen;EDUCATIONAL;01;EDU;[EDU] VR/AR/MR;115.7;0.0;404.8;32;32;[Education] Training Room;75;40;5;500;10;15;0;1636.6715;14.149838566957;39.899031401742;0;1280;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.01;Debriefing lokaal 1;EDUCATIONAL;04;EDU;[EDU] Communicatie;22.4;0.0;73.9;12;12;[Education] Training Room;75;40;6;300;0;10;0;120;5.36033752258602;51.5628689419812;0;480;HeatedAndCooled;21.0;25.0;0;0;0;0
07;07.17;Berging;TECHNICAL SPACE;07;EDU;[TS] Technical Space;56.8;0.0;187.5;0;0;[General] OFF;75;40;4;200;0;0;0;0;0;4;0;0;Unconditioned;0.0;99.0;0;0;0;0
07;07.40;[GEN] Core;GENERAL;07;EDU;[GEN] Core;141.2;0.0;465.9;0;0;[General] Off;75;40;2;100;0;0;0;0;0;2;0;0;HeatedAndCooled;16.0;99.0;0;0;0;0
04;04.07.11;Lokaal 10;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.8;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.20929469240206;24.7790048854175;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.09;Lokaal 8;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.9;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.20566393504641;24.7481434478945;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
04;04.07.07;Lokaal 6;EDUCATIONAL;04;EDU;[EDU] Communicatie;13.6;0.0;44.8;3;3;[Education] Training Room;75;40;6;300;0;10;0;30;2.21010325799168;24.7858776929292;0;120;HeatedAndCooled;21.0;25.0;0;0;0;0
