,CCA Cooling,Cooling plant sensible load,Radiators,CCA Heating,Heating plant sensible load,AHU Cooling,AHU Heating
1542,3551,3551,14806,15622,30428,0,1959
1543,3541,3541,6208,15644,21852,0,1962
1544,3529,3529,4556,15668,20224,0,1816
1545,3518,3518,6112,15687,21800,0,1816
1546,3507,3507,6083,15701,21785,0,1817
1547,3501,3501,5259,15706,20966,0,1818
1548,3496,3496,8661,15704,24365,0,1821
1549,3494,3494,8839,15696,24536,0,1823
1550,3493,3493,9035,15686,24722,0,1823
1551,3495,3495,8354,15673,24028,0,1823
1552,3498,3498,8541,15664,24205,0,1824
1553,3501,3501,8305,15659,23964,0,1826
1554,3505,3505,4272,15654,19927,0,1970
1555,3509,3509,3874,15652,19527,0,1969
1556,3513,3513,3805,15652,19457,0,1969
1557,3517,3517,9004,15652,24656,0,1967
1558,3521,3521,10509,15652,26161,0,1965
1559,3523,3523,11325,15651,26976,0,1965
1560,4866,4866,12936,12457,25393,0,1963
1561,4677,4677,13279,12859,26139,0,1963
1562,4613,4613,13570,13020,26590,0,1963
1563,4565,4565,14028,13153,27182,0,1963
1564,4522,4522,14321,13274,27596,0,1964
1565,4479,4479,14525,13390,27915,0,1964
1566,4438,4438,14992,13501,28494,0,1964
1567,4397,4397,6307,13607,19914,0,1967
1568,4356,4356,4450,13709,18159,0,1821
1569,4317,4317,5990,13804,19795,0,1822
1570,4282,4282,5856,13886,19743,0,1823
1571,4251,4251,5276,13957,19233,0,1823
1572,4225,4225,8874,14013,22887,0,1823
1573,4202,4202,9024,14062,23086,0,1823
1574,4182,4182,9123,14103,23226,0,1823
1575,4165,4165,8394,14142,22536,0,1823
1576,4151,4151,8866,14178,23044,0,1823
1577,4138,4138,8997,14214,23211,0,1820
1578,4126,4126,4854,14251,19106,0,1959
1579,4116,4116,4349,14289,18638,0,1960
1580,4105,4105,4172,14326,18498,0,1963
1581,4096,4096,10109,14360,24469,0,1962
1582,4087,4087,11525,14391,25917,0,1962
1583,4077,4077,12015,14421,26437,0,1962
1584,4769,4769,13220,12610,25831,0,1962
1585,4644,4644,13396,12870,26266,0,1962
1586,4600,4600,13956,12987,26943,0,1961
1587,4562,4562,14601,13087,27689,0,1959
1588,4527,4527,15523,13184,28708,0,1958
1589,4490,4490,17128,13278,30406,0,1955
1590,4455,4455,18334,13372,31707,0,1952
1591,4418,4418,7811,13466,21277,0,1953
1592,4382,4382,5001,13552,18553,0,1809
1593,4348,4348,4945,13615,18560,0,1811
1594,4325,4325,3175,13639,16815,0,1812
1595,4310,4310,2416,13643,16060,0,1816
1596,4294,4294,3499,13655,17155,0,1819
1597,4280,4280,3336,13670,17006,0,1819
1598,4271,4271,2759,13675,16434,0,1819
1599,4268,4268,1749,13653,15403,0,1821
1600,4271,4271,2131,13607,15739,0,1822
1601,4276,4276,3259,13569,16828,0,1822
1602,4281,4281,2517,13559,16077,0,1965
1603,4286,4286,2894,13562,16456,0,1964
1604,4292,4292,2733,13569,16302,0,1961
1605,4296,4296,7646,13576,21222,0,1960
1606,4300,4300,9538,13586,23124,0,1961
1607,4302,4302,10858,13596,24454,0,1961
1608,5555,5555,12570,10542,23113,0,1960
1609,5445,5445,12441,10930,23372,0,1961
1610,5416,5416,13426,11091,24517,0,1960
1611,5391,5391,13528,11227,24755,0,1960
1612,5345,5345,13180,11355,24535,0,1963
1613,5283,5283,14295,11477,25772,0,1962
1614,5247,5247,16058,11595,27653,0,1958
1615,5182,5182,6808,11711,18520,0,1956
1616,5143,5143,5208,11826,17034,0,1812
1617,5103,5103,8718,11934,20653,0,1812
1618,5067,5067,9135,12031,21166,0,1812
1619,5034,5034,9283,12117,21401,0,1812
1620,5003,5003,12747,12197,24944,0,1812
1621,4969,4969,11152,12268,23421,0,1813
1622,4934,4934,11010,12334,23344,0,1813
1623,4904,4904,9513,12394,21907,0,1813
1624,4883,4883,9841,12447,22289,0,1814
1625,4860,4860,10138,12504,22643,0,1815
1626,4833,4833,5750,12562,18313,0,1958
1627,4809,4809,5460,12623,18084,0,1957
1628,4788,4788,5537,12682,18220,0,1957
1629,4767,4767,12580,12741,25322,0,1957
1630,4747,4747,14171,12796,26968,0,1957
1631,4727,4727,14792,12851,27643,0,1957
1632,4008,4008,16368,14220,30589,0,1955
1633,4087,4087,16984,14112,31097,0,1952
1634,4093,4093,17493,14103,31597,0,1950
1635,4088,4088,17985,14107,32093,0,1951
1636,4078,4078,18379,14119,32498,0,1951
1637,4066,4066,18614,14140,32755,0,1952
1638,4053,4053,18855,14165,33020,0,1952
1639,4037,4037,8346,14191,22537,0,1955
1640,4021,4021,6129,14220,20349,0,1809
1641,4004,4004,9119,14246,23365,0,1810
1642,3990,3990,8722,14262,22984,0,1812
1643,3979,3979,7213,14272,21486,0,1814
1644,3971,3971,9689,14272,23962,0,1816
1645,3965,3965,8452,14266,22719,0,1819
1646,3962,3962,6695,14255,20950,0,1824
1647,3962,3962,5493,14228,19721,0,1826
1648,3965,3965,6744,14198,20942,0,1826
1649,3968,3968,7478,14181,21660,0,1828
1650,3971,3971,4320,14177,18498,0,1973
1651,3975,3975,4095,14177,18272,0,1972
1652,3977,3977,4565,14181,18747,0,1971
1653,3980,3980,10463,14186,24650,0,1969
1654,3982,3982,12580,14189,26770,0,1968
1655,3983,3983,13262,14196,27459,0,1967
1656,4671,4671,14764,12889,27653,0,1966
1657,4565,4565,15288,13062,28351,0,1966
1658,4530,4530,15975,13141,29116,0,1966
1659,4501,4501,16621,13211,29833,0,1964
1660,4473,4473,17013,13279,30293,0,1963
1661,4444,4444,17291,13347,30639,0,1962
1662,4415,4415,17626,13413,31040,0,1961
1663,4385,4385,7933,13480,21413,0,1962
1664,4355,4355,5223,13544,18768,0,1817
1665,4327,4327,6344,13602,19946,0,1819
1666,4302,4302,6286,13649,19936,0,1821
1667,4280,4280,5757,13684,19442,0,1823
1668,4262,4262,9585,13712,23297,0,1824
1669,4247,4247,9413,13734,23147,0,1826
1670,4235,4235,8995,13748,22744,0,1826
1671,4225,4225,8373,13761,22135,0,1826
1672,4219,4219,7947,13770,21718,0,1824
1673,4214,4214,8541,13773,22315,0,1821
1674,4209,4209,5314,13788,19102,0,1961
1675,4204,4204,5186,13805,18992,0,1960
1676,4200,4200,5152,13824,18977,0,1954
1677,4196,4196,13754,13845,27599,0,1946
1678,4192,4192,16591,13867,30458,0,1941
1679,4187,4187,18304,13888,32193,0,1939
1680,4179,4179,20455,13914,34370,0,1938
1681,4170,4170,22076,13943,36019,0,1938
1682,4158,4158,23311,13976,37288,0,1937
1683,4145,4145,24218,14015,38233,0,1935
1684,4129,4129,25173,14057,39230,0,1935
1685,4111,4111,25778,14103,39881,0,1935
1686,4092,4092,26314,14152,40467,0,1935
1687,4071,4071,11998,14204,26203,0,1935
1688,4050,4050,7725,14248,21974,0,1786
1689,4029,4029,8024,14267,22291,0,1788
1690,4017,4017,5765,14256,20021,0,1793
1691,4013,4013,4408,14229,18638,0,1798
1692,4009,4009,6250,14212,20463,0,1798
1693,4005,4005,5006,14200,19206,0,1800
1694,4007,4007,3824,14176,18001,0,1801
1695,4014,4014,2587,14128,16715,0,1799
1696,4027,4027,2937,14062,17000,0,1799
1697,4041,4041,4100,14007,18107,0,1800
1698,4055,4055,2935,13972,16907,0,1944
1699,4068,4068,3405,13954,17360,0,1943
1700,4082,4082,3467,13941,17408,0,1943
1701,4094,4094,10269,13930,24200,0,1943
1702,4105,4105,12192,13924,26117,0,1941
1703,4114,4114,13272,13917,27189,0,1940
1704,3453,3453,16037,15252,31290,0,1938
1705,3556,3556,17460,15090,32551,0,1938
1706,3584,3584,18413,15036,33450,0,1936
1707,3599,3599,19774,14996,34771,0,1934
1708,3610,3610,20995,14971,35966,0,1934
1709,3618,3618,21680,14956,36637,0,1933
1710,3621,3621,22257,14948,37206,0,1932
1711,3623,3623,9496,14947,24444,0,1933
1712,3621,3621,5641,14945,20587,0,1786
1713,3620,3620,5661,14921,20582,0,1789
1714,3624,3624,4036,14884,18920,0,1795
1715,3632,3632,2454,14835,17289,0,1804
1716,3642,3642,2619,14782,17402,0,1808
1717,3653,3653,1868,14729,16598,0,1809
1718,3669,3669,881,14669,15551,0,1756
1719,3689,3689,595,14593,15189,1269,113
1720,3712,3712,751,14515,15267,2074,0
1721,3736,3736,957,14446,15403,56,1331
1722,3760,3760,540,14389,14929,0,1967
1723,3783,3783,1007,14343,15351,0,1967
1724,3805,3805,1427,14302,15729,0,1968
1725,3826,3826,3853,14265,18119,0,1971
1726,3846,3846,5401,14230,19632,0,1973
1727,3864,3864,6267,14196,20463,0,1973
1728,4557,4557,7152,12852,20005,0,1974
1729,4469,4469,7656,12988,20644,0,1974
1730,4450,4450,8300,13034,21335,0,1974
1731,4435,4435,8220,13072,21292,0,1974
1732,4421,4421,8330,13107,21438,0,1974
1733,4407,4407,8585,13143,21728,0,1975
1734,4390,4390,8787,13179,21967,0,1977
1735,4374,4374,4001,13215,17216,0,1977
1736,4356,4356,2557,13250,15807,0,1833
1737,4339,4339,2405,13280,15685,0,1834
1738,4326,4326,1564,13296,14860,0,1838
1739,4318,4318,1196,13294,14490,0,1840
1740,4312,4312,2156,13285,15442,0,1838
1741,4309,4309,1945,13271,15217,0,1837
1742,4309,4309,1918,13252,15170,0,1848
1743,4311,4311,3171,13230,16402,0,1852
1744,4316,4316,4376,13212,17588,0,1849
1745,4322,4322,4296,13197,17493,0,1843
1746,4327,4327,2153,13190,15343,0,1978
1747,4332,4332,2183,13186,15369,0,1976
1748,4337,4337,2424,13184,15608,0,1973
1749,4342,4342,5703,13181,18884,0,1971
1750,4346,4346,7506,13178,20684,0,1970
1751,4349,4349,9105,13178,22284,0,1971
1752,5901,5901,10448,8588,19036,0,1972
1753,5701,5701,10500,9106,19607,0,1972
1754,5662,5662,11089,9316,20405,0,1972
1755,5630,5630,11573,9489,21062,0,1972
1756,5600,5600,12411,9649,22060,0,1972
1757,5571,5571,13130,9799,22929,0,1972
1758,5544,5544,13607,9945,23553,0,1972
1759,5517,5517,5860,10088,15948,0,1974
1760,5491,5491,4212,10225,14437,0,1827
1761,5466,5466,5307,10351,15659,0,1827
1762,5445,5445,4497,10464,14961,0,1824
1763,5425,5425,3932,10558,14491,0,1819
1764,5408,5408,7105,10641,17746,0,1816
1765,5392,5392,6680,10716,17397,0,1816
1766,5377,5377,5865,10780,16645,0,1817
1767,5365,5365,5395,10835,16230,0,1819
1768,5353,5353,5764,10888,16653,0,1819
1769,5341,5341,6026,10939,16965,0,1819
1770,5329,5329,3549,10994,14543,0,1962
1771,5316,5316,3962,11049,15011,0,1959
1772,5303,5303,4466,11106,15572,0,1955
1773,5289,5289,11621,11163,22785,0,1955
1774,5276,5276,14026,11220,25247,0,1953
1775,5262,5262,14766,11277,26043,0,1952
1776,4690,4690,16907,12622,29529,0,1950
1777,4741,4741,17521,12523,30044,0,1949
1778,4735,4735,17525,12521,30046,0,1950
1779,4723,4723,18931,12533,31465,0,1949
1780,4708,4708,20692,12555,33248,0,1945
1781,4687,4687,21708,12583,34292,0,1943
1782,4655,4655,22463,12618,35081,0,1943
1783,4634,4634,9746,12656,22402,0,1943
1784,4607,4607,6227,12691,18919,0,1799
1785,4582,4582,6622,12701,19323,0,1806
1786,4568,4568,4162,12678,16840,0,1812
1787,4564,4564,3662,12641,16303,0,1816
1788,4551,4551,4066,12621,16688,0,1819
1789,4544,4544,2635,12609,15244,0,1819
1790,4543,4543,2355,12585,14940,0,1816
1791,4549,4549,1708,12539,14248,0,1811
1792,4560,4560,1913,12474,14388,0,1812
1793,4574,4574,2668,12416,15085,0,1815
1794,4585,4585,2034,12387,14421,0,1958
1795,4594,4594,2684,12373,15058,0,1957
1796,4603,4603,3025,12366,15391,0,1956
1797,4610,4610,7576,12364,19940,0,1956
1798,4617,4617,9230,12362,21592,0,1956
1799,4622,4622,9886,12362,22248,0,1956
1800,3928,3928,10792,14173,24965,0,1956
1801,4030,4030,10581,13947,24529,0,1962
1802,4055,4055,10605,13871,24477,0,1962
1803,4069,4069,10812,13817,24629,0,1957
1804,4077,4077,12108,13772,25881,0,1959
1805,4083,4083,12917,13741,26658,0,1963
1806,4085,4085,13435,13716,27152,0,1965
1807,4085,4085,6029,13698,19728,0,1970
1808,4082,4082,3863,13688,17551,0,1827
1809,4079,4079,5712,13673,19385,0,1830
1810,4077,4077,5625,13656,19282,0,1833
1811,4077,4077,4920,13634,18555,0,1835
1812,4080,4080,6308,13609,19917,0,1839
1813,4084,4084,5863,13579,19443,0,1840
1814,4089,4089,5985,13549,19534,0,1840
1815,4096,4096,5823,13519,19342,0,1843
1816,4104,4104,6654,13493,20148,0,1847
1817,4112,4112,6516,13473,19990,0,1849
1818,4120,4120,3106,13459,16565,0,1992
1819,4126,4126,2759,13449,16209,0,1992
1820,4133,4133,3335,13439,16775,0,1990
1821,4139,4139,6274,13428,19702,0,1988
1822,4144,4144,7703,13419,21122,0,1988
1823,4149,4149,8152,13412,21564,0,1988
1824,5270,5270,9790,10371,20161,0,1988
1825,5165,5165,10070,10733,20804,0,1988
1826,5141,5141,9815,10871,20687,0,1988
1827,5121,5121,10082,10986,21068,0,1988
1828,5102,5102,10404,11089,21494,0,1988
1829,5084,5084,10552,11188,21741,0,1988
1830,5066,5066,10793,11281,22074,0,1988
1831,5047,5047,5521,11372,16893,0,1988
1832,5030,5030,3490,11459,14949,0,1846
1833,5001,5001,3718,11538,15256,0,1846
1834,4970,4970,3583,11607,15191,0,1847
1835,4940,4940,2951,11663,14615,0,1848
1836,4911,4911,4811,11708,16520,0,1849
1837,4896,4896,5113,11744,16858,0,1850
1838,4874,4874,4896,11774,16671,0,1850
1839,4852,4852,4615,11801,16417,0,1850
1840,4849,4849,5799,11827,17626,0,1850
1841,4837,4837,5806,11854,17661,0,1850
1842,4821,4821,3087,11884,14972,0,1991
1843,4813,4813,2810,11914,14724,0,1992
1844,4806,4806,3323,11942,15265,0,1992
1845,4799,4799,6389,11971,18360,0,1992
1846,4792,4792,7553,11996,19550,0,1992
1847,4784,4784,7827,12019,19846,0,1991
1848,5798,5798,8412,8831,17244,0,1991
1849,5621,5621,8406,9203,17609,0,1991
1850,5585,5585,9111,9361,18472,0,1991
1851,5555,5555,9816,9494,19311,0,1990
1852,5528,5528,10236,9621,19857,0,1986
1853,5501,5501,10940,9741,20681,0,1985
1854,5475,5475,11326,9856,21183,0,1986
1855,5449,5449,5522,9968,15491,0,1988
1856,5423,5423,3672,10075,13747,0,1844
1857,5398,5398,4088,10174,14262,0,1844
1858,5376,5376,3942,10262,14205,0,1844
1859,5356,5356,3521,10338,13859,0,1843
1860,5339,5339,5308,10404,15713,0,1843
1861,5323,5323,5627,10460,16087,0,1844
1862,5310,5310,5533,10510,16043,0,1844
1863,5299,5299,5191,10556,15748,0,1847
1864,5288,5288,5512,10601,16113,0,1850
1865,5278,5278,5581,10646,16227,0,1850
1866,5267,5267,3137,10692,13829,0,1989
1867,5257,5257,2970,10737,13707,0,1987
1868,5246,5246,3581,10781,14363,0,1981
1869,5235,5235,7510,10825,18335,0,1978
1870,5224,5224,8901,10865,19767,0,1978
1871,5213,5213,9864,10905,20769,0,1975
1872,6005,6005,11502,8148,19650,0,1972
1873,5920,5920,11926,8522,20449,0,1972
1874,5883,5883,11859,8681,20541,0,1973
1875,5842,5842,11965,8819,20784,0,1974
1876,5812,5812,12588,8949,21538,0,1973
1877,5776,5776,13288,9073,22361,0,1973
1878,5741,5741,13641,9193,22835,0,1973
1879,5712,5712,6087,9310,15397,0,1973
1880,5682,5682,3997,9421,13419,0,1829
1881,5653,5653,4717,9524,14242,0,1829
1882,5627,5627,4569,9617,14187,0,1829
1883,5604,5604,4395,9697,14093,0,1829
1884,5584,5584,6989,9767,16756,0,1828
1885,5564,5564,7117,9829,16946,0,1829
1886,5547,5547,7102,9884,16987,0,1830
1887,5532,5532,6414,9937,16351,0,1830
1888,5516,5516,6581,9986,16568,0,1829
1889,5503,5503,6523,10036,16560,0,1829
1890,5489,5489,3676,10087,13764,0,1970
1891,5476,5476,3281,10137,13419,0,1970
1892,5461,5461,3969,10188,14157,0,1971
1893,5447,5447,8708,10236,18945,0,1973
1894,5434,5434,10157,10284,20442,0,1975
1895,5420,5420,10736,10328,21065,0,1976
1896,5406,5406,11999,10374,22373,0,1976
1897,5391,5391,12350,10420,22770,0,1976
1898,5376,5376,12792,10467,23260,0,1974
1899,5361,5361,13396,10516,23913,0,1973
1900,5345,5345,14392,10566,24959,0,1969
1901,5329,5329,15742,10620,26363,0,1964
1902,5312,5312,16477,10676,27154,0,1962
1903,5295,5295,7210,10733,17944,0,1963
1904,5278,5278,4982,10790,15772,0,1817
1905,5262,5262,6604,10843,17447,0,1814
1906,5248,5248,6229,10887,17117,0,1813
1907,5236,5236,5347,10924,16272,0,1813
1908,5225,5225,7909,10951,18861,0,1813
1909,5217,5217,7604,10967,18571,0,1813
1910,5211,5211,7350,10977,18327,0,1814
1911,5205,5205,6367,10986,17353,0,1815
1912,5200,5200,7939,10994,18934,0,1815
1913,5195,5195,8269,11007,19277,0,1815
1914,5189,5189,4874,11025,15900,0,1961
1915,5181,5181,4879,11046,15926,0,1964
1916,5174,5174,5183,11070,16254,0,1962
1917,5166,5166,11531,11095,22627,0,1954
1918,5159,5159,14774,11121,25896,0,1952
1919,5150,5150,17069,11146,28216,0,1952
1920,4107,4107,18560,14235,32795,0,1947
1921,4227,4227,18610,13885,32496,0,1942
1922,4249,4249,19216,13773,32990,0,1942
1923,4259,4259,19911,13697,33609,0,1942
1924,4265,4265,20119,13637,33757,0,1942
1925,4268,4268,20250,13590,33841,0,1942
1926,4267,4267,20136,13553,33689,0,1942
1927,4265,4265,8485,13522,22008,0,1943
1928,4262,4262,5297,13491,18789,0,1795
1929,4260,4260,6141,13440,19582,0,1795
1930,4268,4268,5164,13375,18540,0,1796
1931,4277,4277,4418,13309,17727,0,1796
1932,4286,4286,6043,13245,19289,0,1796
1933,4296,4296,5728,13182,18910,0,1796
1934,4302,4302,5244,13113,18357,0,1797
1935,4318,4318,6463,13036,19499,0,1797
1936,4344,4344,7074,12973,20048,0,1800
1937,4354,4354,8637,12915,21553,0,1801
1938,4371,4371,4783,12872,17655,0,1947
1939,4390,4390,3861,12839,16700,0,1947
1940,4406,4406,3691,12809,16500,0,1947
1941,4419,4419,9226,12780,22007,0,1947
1942,4435,4435,11789,12757,24546,0,1949
1943,4446,4446,13545,12736,26282,0,1951
1944,3117,3117,15225,15897,31122,0,1952
1945,3324,3324,15487,15492,30979,0,1952
1946,3381,3381,15277,15327,30605,0,1952
1947,3419,3419,15586,15202,30789,0,1949
1948,3450,3450,16824,15096,31921,0,1947
1949,3476,3476,17975,15008,32984,0,1947
1950,3498,3498,18667,14930,33597,0,1947
1951,3516,3516,7756,14865,22622,0,1952
1952,3532,3532,5500,14807,20307,0,1807
1953,3546,3546,8528,14750,23279,0,1810
1954,3561,3561,7710,14693,22404,0,1810
1955,3578,3578,7919,14631,22551,0,1810
1956,3596,3596,12651,14571,27222,0,1812
1957,3614,3614,12098,14511,26610,0,1818
1958,3634,3634,12039,14455,26495,0,1827
1959,3654,3654,10425,14401,24827,0,1834
1960,3674,3674,9912,14354,24267,0,1838
1961,3695,3695,9524,14308,23832,0,1841
1962,3714,3714,5071,14270,19342,0,1985
1963,3732,3732,4610,14238,18849,0,1984
1964,3750,3750,4889,14211,19101,0,1983
1965,3767,3767,10041,14185,24226,0,1983
1966,3782,3782,11624,14158,25782,0,1982
1967,3797,3797,12292,14134,26426,0,1972
1968,3809,3809,13690,14655,28346,0,1965
1969,3819,3819,14841,14563,29405,0,1965
1970,3826,3826,15900,14530,30431,0,1967
1971,3831,3831,15879,14506,30385,0,1968
1972,3833,3833,15320,14486,29807,0,1968
1973,3833,3833,15635,14471,30106,0,1969
1974,3833,3833,15868,14459,30328,0,1969
1975,3830,3830,6873,14452,21326,0,1970
1976,3826,3826,5076,14446,19523,0,1824
1977,3823,3823,8194,14440,22634,0,1822
1978,3821,3821,7886,14423,22310,0,1817
1979,3823,3823,7037,14397,21434,0,1816
1980,3828,3828,10491,14364,24856,0,1816
1981,3835,3835,11086,14331,25418,0,1816
1982,3843,3843,13605,14298,27903,0,1816
1983,3852,3852,13674,14273,27947,0,1816
1984,3863,3863,14276,14249,28526,0,1816
1985,3874,3874,15382,14236,29618,0,1812
1986,3883,3883,10824,14227,25051,0,1953
1987,3892,3892,9185,14223,23408,0,1953
1988,3901,3901,7732,14224,21956,0,1952
1989,3908,3908,16491,14224,30715,0,1948
1990,3916,3916,18229,14224,32453,0,1945
1991,3921,3921,18981,14223,33205,0,1945
1992,2686,2686,20980,17509,38489,0,1944
1993,2861,2861,22434,17087,39522,0,1942
1994,2910,2910,23437,16933,40371,0,1942
1995,2941,2941,23985,16818,40803,0,1942
1996,2966,2966,24889,16723,41613,0,1941
1997,2987,2987,25511,16642,42153,0,1939
1998,3004,3004,25755,16575,42330,0,1940
1999,3018,3018,11198,16515,27714,0,1944
2000,3030,3030,6574,16453,23028,0,1798
2001,3044,3044,7284,16365,23649,0,1799
2002,3067,3067,6045,16254,22300,0,1799
2003,3090,3090,5075,16149,21224,0,1799
2004,3112,3112,8028,16049,24078,0,1799
2005,3135,3135,7562,15955,23517,0,1799
2006,3161,3161,6696,15853,22549,0,1798
2007,3191,3191,5871,15744,21615,0,1799
2008,3223,3223,7602,15635,23237,0,1799
2009,3254,3254,10380,15546,25926,0,1797
2010,3285,3285,7527,15475,23003,0,1946
2011,3314,3314,7195,15417,22613,0,1950
2012,3342,3342,6319,15368,21688,0,1950
2013,3368,3368,15948,15325,31273,0,1950
2014,3393,3393,18157,15284,33441,0,1949
2015,3415,3415,17724,15249,32974,0,1948
2016,1818,1818,19407,20556,39964,0,1948
2017,2057,2057,20748,19835,40583,0,1948
2018,2131,2131,19873,19540,39414,0,1949
2019,2184,2184,19143,19309,38453,0,1950
2020,2227,2227,19186,19107,38293,0,1949
2021,2266,2266,19951,18927,38879,0,1949
2022,2301,2301,21683,18768,40452,0,1949
2023,2331,2331,9400,18625,28025,0,1949
2024,2359,2359,6078,18495,24574,0,1803
2025,2386,2386,6590,18364,24954,0,1800
2026,2417,2417,5054,18212,23266,0,1797
2027,2451,2451,4281,18049,22331,0,1800
2028,2484,2484,8946,17897,26844,0,1802
2029,2516,2516,9248,17757,27005,0,1803
2030,2551,2551,9181,17618,26800,0,1803
2031,2587,2587,9141,17483,26625,0,1803
2032,2624,2624,8797,17356,26153,0,1803
2033,2660,2660,9505,17232,26737,0,1802
2034,2696,2696,7944,17121,25066,0,1946
2035,2729,2729,7813,17033,24847,0,1947
2036,2761,2761,5690,16958,22648,0,1947
2037,2792,2792,14331,16888,31220,0,1947
2038,2820,2820,16649,16822,33471,0,1945
2039,2847,2847,18336,16761,35097,0,1944
2040,1846,1846,20527,20104,40632,0,1942
2041,2010,2010,21257,19609,40867,0,1939
2042,2068,2068,21386,19396,40782,0,1938
2043,2110,2110,21653,19224,40877,0,1937
2044,2145,2145,22317,19076,41393,0,1937
2045,2176,2176,22931,18948,41880,0,1938
2046,2203,2203,23205,18835,42041,0,1939
2047,2228,2228,9482,18733,28215,0,1939
2048,2249,2249,6778,18638,25417,0,1793
2049,2270,2270,9064,18547,27612,0,1793
2050,2292,2292,7829,18448,26278,0,1794
2051,2315,2315,7783,18345,26128,0,1797
2052,2340,2340,12759,18239,30999,0,1800
2053,2365,2365,11627,18141,29769,0,1802
2054,2392,2392,11291,18044,29335,0,1804
2055,2419,2419,10601,17950,28552,0,1807
2056,2447,2447,11789,17863,29653,0,1810
2057,2474,2474,12509,17784,30294,0,1812
2058,2500,2500,8143,17716,25859,0,1958
2059,2526,2526,6975,17655,24630,0,1959
2060,2550,2550,5596,17601,23197,0,1961
2061,2573,2573,14568,17547,32116,0,1961
2062,2596,2596,16643,17499,34142,0,1961
2063,2617,2617,17382,17453,34836,0,1961
2064,1687,1687,19496,20912,40409,0,1958
2065,1836,1836,21315,20420,41736,0,1953
2066,1883,1883,22981,20208,43189,0,1949
2067,1915,1915,23510,20039,43550,0,1948
2068,1942,1942,23739,19894,43634,0,1944
2069,1965,1965,24695,19768,44463,0,1940
2070,1985,1985,25332,19658,44990,0,1938
2071,2002,2002,10235,19556,29792,0,1938
2072,2017,2017,6459,19452,25911,0,1793
2073,2031,2031,8611,19335,27947,0,1795
2074,2046,2046,6856,19218,26074,0,1798
2075,2064,2064,5606,19088,24694,0,1800
2076,2089,2089,8200,18962,27163,0,1800
2077,2116,2116,8867,18844,27711,0,1802
2078,2145,2145,9856,18727,28583,0,1806
2079,2176,2176,9558,18608,28167,0,1809
2080,2209,2209,9757,18482,28239,0,1808
2081,2241,2241,10380,18364,28744,0,1807
2082,2272,2272,6337,18270,24608,0,1950
2083,2302,2302,6267,18192,24459,0,1950
2084,2331,2331,5479,18124,23604,0,1950
2085,2359,2359,14761,18059,32821,0,1949
2086,2385,2385,16743,18000,34744,0,1949
2087,2410,2410,17819,17947,35767,0,1949
2088,1958,1958,19493,19952,39445,0,1948
2089,2036,2036,19730,19626,39356,0,1948
2090,2067,2067,20456,19481,39938,0,1948
2091,2090,2090,21064,19366,40431,0,1946
2092,2108,2108,21219,19267,40486,0,1946
2093,2123,2123,21507,19181,40688,0,1947
2094,2136,2136,21625,19107,40732,0,1947
2095,2151,2151,8630,19042,27673,0,1951
2096,2163,2163,6039,18984,25024,0,1805
2097,2175,2175,7405,18920,26325,0,1806
2098,2191,2191,5829,18839,24669,0,1807
2099,2210,2210,5029,18742,23771,0,1808
2100,2229,2229,7922,18647,26569,0,1808
2101,2249,2249,8006,18552,26559,0,1807
2102,2272,2272,6565,18456,25022,0,1807
2103,2298,2298,4458,18343,22802,0,1809
2104,2326,2326,5797,18215,24013,0,1811
2105,2354,2354,7578,18114,25693,0,1811
2106,2381,2381,4402,18037,22440,0,1953
2107,2407,2407,4192,17970,22162,0,1953
2108,2432,2432,3310,17910,21221,0,1953
2109,2457,2457,9390,17854,27244,0,1952
2110,2480,2480,12018,17798,29816,0,1951
2111,2502,2502,12422,17748,30170,0,1950
2112,3066,3066,12822,16333,29155,0,1950
2113,2988,2988,14490,16462,30952,0,1952
2114,2979,2979,15789,16497,32286,0,1956
2115,2973,2973,16305,16529,32834,0,1960
2116,2968,2968,16353,16558,32911,0,1962
2117,2961,2961,16390,16588,32979,0,1964
2118,2953,2953,6518,16619,23137,0,1968
2119,2944,2944,4823,16650,21473,0,1826
2120,2935,2935,7888,16676,24564,0,1828
2121,2929,2929,8319,16694,25013,0,1823
2122,2925,2925,7631,16701,24333,0,1820
2123,2923,2923,9412,16702,26114,0,1820
2124,2925,2925,7325,16688,24013,0,1817
2125,2929,2929,7374,16661,24036,0,1811
2126,2936,2936,6131,16631,22763,0,1809
2127,2946,2946,7800,16597,24398,0,1810
2128,2957,2957,8727,16569,25296,0,1811
2129,2969,2969,3835,16546,20382,0,1956
2130,2980,2980,3672,16524,20196,0,1956
2131,2991,2991,3593,16511,20104,0,1955
2132,3001,3001,9456,16503,25959,0,1956
2133,3011,3011,11033,16495,27528,0,1956
2134,3021,3021,11802,16488,28291,0,1956
2135,3028,3028,13327,16480,29808,0,1956
2136,3634,3634,13733,14565,28299,0,1956
2137,3542,3542,14307,14806,29113,0,1957
2138,3517,3517,15783,14903,30686,0,1956
2139,3498,3498,16123,14984,31108,0,1956
2140,3479,3479,15912,15062,30975,0,1957
2141,3460,3460,16729,15137,31867,0,1956
2142,3441,3441,7226,15210,22436,0,1959
2143,3421,3421,5617,15281,20898,0,1814
2144,3402,3402,8456,15345,23801,0,1814
2145,3386,3386,7229,15398,22627,0,1815
2146,3373,3373,5752,15434,21186,0,1818
2147,3364,3364,8943,15456,24400,0,1820
