,CCA Cooling,Cooling plant sensible load,Radiators,CCA Heating,Heating plant sensible load,AHU Cooling,AHU Heating
0,1281,1281,34034,24174,58208,0,2937
1,1282,1282,35414,24162,59577,0,3376
2,1282,1282,37818,24157,61976,0,4628
3,1281,1281,39056,24160,63217,0,5841
4,1279,1279,39639,24173,63812,0,6404
5,1275,1275,39971,24182,64154,0,6712
6,1270,1270,39660,24199,63860,0,6417
7,1264,1264,20973,24220,45194,0,3118
8,1257,1257,18699,24241,42940,0,1783
9,1250,1250,28824,24257,53081,0,1775
10,1245,1245,28867,24268,53136,0,1775
11,1242,1242,27823,24275,52098,0,1776
12,1240,1240,30619,24270,54890,0,1779
13,1240,1240,30554,24263,54817,0,1781
14,1241,1241,30262,24248,54511,0,1781
15,1243,1243,30723,24237,54960,0,1781
16,1246,1246,32453,24223,56677,0,1781
17,1250,1250,31237,24215,55453,0,1781
18,1255,1255,27702,24208,51910,0,1929
19,1259,1259,26068,24197,50266,0,1929
20,1263,1263,16204,24192,40396,0,1929
21,1268,1268,32836,24185,57021,0,2614
22,1273,1273,33193,24178,57372,0,3010
23,1277,1277,33194,24171,57366,0,3107
24,1280,1280,34683,24160,58843,0,3272
25,1281,1281,34681,24150,58832,0,3292
26,1281,1281,34546,24144,58691,0,3279
27,1280,1280,34393,24142,58535,0,3212
28,1278,1278,33559,24141,57700,0,2943
29,1275,1275,32497,24142,56639,0,2585
30,1270,1270,31523,24146,55670,0,2271
31,1265,1265,13281,24145,37426,0,1956
32,1260,1260,11072,24146,35219,0,1806
33,1255,1255,19099,24148,43248,0,1808
34,1251,1251,17376,24141,41518,0,1809
35,1249,1249,15099,24119,39219,0,1809
36,1250,1250,19993,24087,44081,0,1809
37,1253,1253,20173,24048,44222,0,1809
38,1257,1257,20176,24009,44185,0,1809
39,1263,1263,19363,23968,43331,0,1808
40,1271,1271,19605,23929,43535,0,1808
41,1279,1279,20281,23895,44177,0,1808
42,1287,1287,14510,23861,38372,0,1954
43,1296,1296,12313,23827,36141,0,1954
44,1304,1304,8092,23795,31888,0,1954
45,1313,1313,19707,23761,43469,0,1954
46,1322,1322,20779,23724,44504,0,1954
47,1330,1330,21486,23688,45175,0,1954
48,1337,1337,23732,23651,47383,0,1954
49,1343,1343,24297,23619,47917,0,1954
50,1347,1347,24564,23593,48158,0,1953
51,1350,1350,24628,23568,48197,0,1951
52,1351,1351,25107,23549,48656,0,1952
53,1352,1352,26578,23530,50109,0,1953
54,1352,1352,27193,23519,50713,0,1955
55,1350,1350,11459,23510,34969,0,1957
56,1348,1348,9247,23504,32752,0,1811
57,1346,1346,16163,23498,39661,0,1811
58,1345,1345,16072,23488,39560,0,1811
59,1346,1346,15568,23469,39038,0,1812
60,1349,1349,21396,23443,44839,0,1814
61,1352,1352,23706,23413,47119,0,1810
62,1358,1358,26179,23387,49567,0,1800
63,1364,1364,26051,23361,49413,0,1797
64,1371,1371,26785,23341,50126,0,1797
65,1378,1378,25514,23322,48837,0,1797
66,1386,1386,19868,23305,43174,0,1940
67,1393,1393,18713,23288,42002,0,1938
68,1400,1400,12221,23273,35494,0,1936
69,1407,1407,28963,23258,52222,0,2046
70,1414,1414,30172,23243,53416,0,2352
71,1420,1420,30112,23226,53338,0,2414
72,1424,1424,31732,23211,54943,0,2575
73,1428,1428,32293,23202,55495,0,2742
74,1429,1429,32300,23193,55494,0,2777
75,1429,1429,32408,23192,55601,0,2808
76,1428,1428,32851,23193,56045,0,2965
77,1425,1425,32536,23200,55736,0,2879
78,1422,1422,32245,23204,55450,0,2775
79,1417,1417,14428,23213,37641,0,1982
80,1411,1411,12421,23224,35646,0,1792
81,1406,1406,20579,23235,43814,0,1792
82,1401,1401,19315,23238,42554,0,1793
83,1399,1399,17979,23227,41206,0,1795
84,1399,1399,23129,23210,46339,0,1795
85,1401,1401,22719,23189,45909,0,1795
86,1404,1404,22391,23156,45547,0,1795
87,1410,1410,21770,23125,44895,0,1793
88,1417,1417,24255,23096,47352,0,1791
89,1424,1424,25083,23078,48162,0,1791
90,1432,1432,19066,23064,42130,0,1936
91,1439,1439,17304,23046,40350,0,1936
92,1446,1446,11250,23030,34280,0,1936
93,1453,1453,25563,23014,48578,0,1936
94,1460,1460,26486,22997,49484,0,1935
95,1466,1466,27412,22981,50393,0,1935
96,1471,1471,29429,22968,52397,0,1937
97,1474,1474,30085,22958,53043,0,2085
98,1475,1475,30919,22953,53872,0,2382
99,1475,1475,31963,22952,54916,0,2505
100,1474,1474,31629,22956,54585,0,2476
101,1471,1471,31759,22962,54721,0,2467
102,1467,1467,32218,22971,55190,0,2582
103,1461,1461,14190,22986,37177,0,1967
104,1455,1455,12190,23001,35191,0,1795
105,1449,1449,20751,23015,43767,0,1796
106,1444,1444,21341,23022,44363,0,1796
107,1442,1442,21259,23024,44284,0,1796
108,1440,1440,26408,23020,49428,0,1796
109,1441,1441,26747,23013,49761,0,1796
110,1442,1442,27948,23010,50959,0,1796
111,1444,1444,27711,23005,50717,0,1796
112,1448,1448,28661,23006,51668,0,1796
113,1452,1452,27574,23007,50582,0,1798
114,1456,1456,20334,23012,43346,0,1945
115,1460,1460,18764,23017,41782,0,1946
116,1464,1464,12379,23023,35403,0,1947
117,1468,1468,27442,23026,50468,0,1948
118,1472,1472,28800,23027,51827,0,1948
119,1475,1475,29392,23025,52418,0,1951
120,1478,1478,30868,23027,53896,0,2162
121,1478,1478,30674,23033,53707,0,2390
122,1477,1477,31411,23037,54448,0,2580
123,1475,1475,31529,23048,54578,0,2595
124,1471,1471,30897,23059,53956,0,2413
125,1467,1467,30878,23072,53950,0,2391
126,1461,1461,31199,23085,54284,0,2496
127,1454,1454,14410,23101,37512,0,1963
128,1447,1447,12345,23117,35463,0,1799
129,1439,1439,21105,23135,44240,0,1799
130,1433,1433,20667,23147,43814,0,1799
131,1430,1430,21307,23147,44454,0,1799
132,1428,1428,26242,23145,49388,0,1799
133,1427,1427,26001,23143,49145,0,1799
134,1428,1428,27478,23135,50614,0,1799
135,1430,1430,26338,23129,49467,0,1799
136,1434,1434,27519,23123,50642,0,1799
137,1437,1437,26900,23124,50025,0,1799
138,1441,1441,20477,23126,43604,0,1944
139,1445,1445,19260,23128,42388,0,1943
140,1449,1449,13321,23130,36451,0,1943
141,1453,1453,28388,23133,51521,0,1939
142,1457,1457,30222,23131,53354,0,2073
143,1461,1461,30734,23132,53866,0,2329
144,1463,1463,32449,23131,55580,0,2563
145,1464,1464,33283,23135,56418,0,2920
146,1463,1463,33918,23142,57061,0,3282
147,1460,1460,34050,23151,57202,0,3469
148,1457,1457,34302,23162,57464,0,3621
149,1452,1452,35369,23179,58548,0,3889
150,1446,1446,36065,23195,59261,0,4109
151,1439,1439,17966,23215,41182,0,2320
152,1431,1431,15232,23240,38472,0,1783
153,1423,1423,23117,23264,46381,0,1783
154,1416,1416,21107,23275,44382,0,1785
155,1412,1412,20215,23274,43489,0,1787
156,1410,1410,25879,23269,49149,0,1789
157,1410,1410,26089,23253,49343,0,1789
158,1411,1411,26108,23236,49345,0,1789
159,1414,1414,26111,23226,49337,0,1789
160,1418,1418,28080,23214,51294,0,1790
161,1422,1422,27655,23205,50861,0,1789
162,1427,1427,23182,23201,46384,0,1935
163,1431,1431,22116,23198,45315,0,1934
164,1435,1435,14431,23197,37628,0,1934
165,1439,1439,31073,23193,54267,0,2281
166,1444,1444,31923,23190,55114,0,2746
167,1447,1447,32227,23184,55411,0,2922
168,1449,1449,33808,23182,56991,0,3092
169,1450,1450,34016,23182,57198,0,3214
170,1449,1449,34129,23186,57315,0,3292
171,1446,1446,34223,23197,57420,0,3344
172,1443,1443,34240,23207,57448,0,3362
173,1438,1438,34649,23222,57871,0,3519
174,1432,1432,35347,23237,58584,0,3772
175,1425,1425,16946,23252,40199,0,2141
176,1417,1417,14233,23276,37509,0,1787
177,1409,1409,23259,23298,46558,0,1787
178,1403,1403,23305,23312,46617,0,1787
179,1398,1398,22807,23320,46128,0,1789
180,1395,1395,28088,23321,51410,0,1789
181,1394,1394,28371,23317,51688,0,1789
182,1394,1394,28473,23314,51787,0,1789
183,1396,1396,28422,23306,51728,0,1789
184,1398,1398,29459,23302,52762,0,1789
185,1401,1401,28442,23299,51742,0,1789
186,1404,1404,23894,23298,47192,0,1934
187,1407,1407,22684,23294,45979,0,1934
188,1411,1411,14391,23294,37685,0,1934
189,1414,1414,31087,23292,54379,0,2286
190,1417,1417,32135,23289,55424,0,2802
191,1420,1420,32496,23288,55785,0,3023
192,1079,1079,33967,25559,59526,0,3178
193,1138,1138,34264,25235,59499,0,3321
194,1151,1151,34582,25125,59707,0,3454
195,1158,1158,34944,25043,59987,0,3591
196,1163,1163,35271,24973,60245,0,3717
197,1166,1166,35486,24916,60402,0,3816
198,1167,1167,35649,24863,60513,0,3931
199,1168,1168,16940,24823,41763,0,2167
200,1167,1167,14843,24784,39628,0,1786
201,1165,1165,24915,24752,49668,0,1784
202,1165,1165,25871,24719,50591,0,1782
203,1167,1167,24954,24683,49638,0,1782
204,1170,1170,29136,24639,53775,0,1781
205,1174,1174,29083,24597,53681,0,1781
206,1179,1179,28926,24549,53476,0,1781
207,1185,1185,28735,24508,53243,0,1781
208,1192,1192,30247,24469,54717,0,1781
209,1200,1200,29435,24433,53868,0,1781
210,1207,1207,24845,24405,49251,0,1926
211,1215,1215,24114,24376,48490,0,1926
212,1222,1222,15958,24353,40311,0,1927
213,1229,1229,32875,24330,57205,0,2733
214,1236,1236,34034,24308,58342,0,3445
215,1242,1242,34670,24289,58959,0,3759
216,660,660,36248,27901,64149,0,3914
217,763,763,36165,27422,63588,0,3890
218,786,786,36060,27209,63270,0,3868
219,802,802,35934,27042,62976,0,3820
220,814,814,35493,26899,62393,0,3680
221,824,824,34767,26772,61539,0,3408
222,833,833,34280,26655,60936,0,3239
223,840,840,15674,26552,42226,0,2022
224,846,846,13148,26457,39605,0,1789
225,851,851,21166,26368,47534,0,1792
226,857,857,20472,26281,46754,0,1792
227,864,864,20783,26190,46974,0,1795
228,872,872,26378,26102,52481,0,1798
229,881,881,26384,26017,52401,0,1798
230,891,891,25789,25931,51721,0,1801
231,901,901,24340,25851,50192,0,1804
232,913,913,24174,25774,49949,0,1808
233,924,924,22417,25703,48120,0,1812
234,936,936,16142,25633,41776,0,1960
235,948,948,13523,25568,39092,0,1964
236,959,959,7631,25500,33132,0,1968
237,971,971,18811,25432,44243,0,1971
238,983,983,19237,25364,44601,0,1972
239,994,994,18925,25297,44222,0,1972
240,1311,1311,21113,23107,44221,0,1970
241,1265,1265,22085,23318,45404,0,1965
242,1260,1260,22451,23378,45830,0,1964
243,1258,1258,22683,23418,46101,0,1964
244,1256,1256,23108,23450,46558,0,1963
245,1254,1254,23106,23482,46588,0,1966
246,1250,1250,22987,23510,46498,0,1967
247,1247,1247,9721,23535,33257,0,1965
248,1242,1242,7747,23561,31309,0,1820
249,1238,1238,12630,23583,36214,0,1820
250,1236,1236,12265,23593,35858,0,1820
251,1236,1236,12212,23593,35806,0,1820
252,1238,1238,17730,23582,41313,0,1820
253,1241,1241,16815,23565,40381,0,1821
254,1246,1246,15419,23542,38961,0,1817
255,1252,1252,14140,23510,37650,0,1813
256,1260,1260,15517,23476,38993,0,1810
257,1269,1269,16265,23450,39715,0,1809
258,1278,1278,11053,23426,34479,0,1951
259,1286,1286,9467,23403,32871,0,1952
260,1295,1295,7157,23381,30538,0,1954
261,1305,1305,19171,23358,42530,0,1953
262,1314,1314,19759,23336,43095,0,1953
263,1322,1322,20544,23312,43857,0,1953
264,3804,3804,22608,14923,37531,0,1952
265,3335,3335,23286,15402,38689,0,1949
266,3229,3229,23765,15820,39585,0,1949
267,3155,3155,24180,16156,40336,0,1948
268,3091,3091,24481,16458,40940,0,1947
269,3031,3031,24926,16735,41662,0,1947
270,2974,2974,25581,16993,42575,0,1945
271,2919,2919,11031,17239,28270,0,1945
272,2866,2866,9557,17467,27024,0,1798
273,2816,2816,16124,17678,33803,0,1798
274,2771,2771,14249,17867,32117,0,1798
275,2731,2731,12923,18027,30950,0,1798
276,2695,2695,17312,18173,35486,0,1800
277,2665,2665,16993,18305,35298,0,1801
278,2638,2638,18203,18425,36629,0,1800
279,2615,2615,17541,18538,36079,0,1800
280,2594,2594,18057,18646,36703,0,1800
281,2576,2576,17793,18748,36542,0,1800
282,2558,2558,11961,18847,30808,0,1945
283,2542,2542,10521,18940,29462,0,1945
284,2526,2526,7690,19028,26718,0,1945
285,2512,2512,18067,19108,37176,0,1945
286,2498,2498,19404,19184,38589,0,1945
287,2485,2485,19865,19251,39116,0,1945
288,3701,3701,21208,15383,36591,0,1945
289,3494,3494,21425,15938,37364,0,1947
290,3424,3424,22771,16188,38960,0,1951
291,3369,3369,23406,16403,39809,0,1955
292,3318,3318,22778,16601,39380,0,1960
293,3269,3269,21237,16786,38023,0,1966
294,3220,3220,19754,16957,36712,0,1971
295,3174,3174,7869,17118,24988,0,1975
296,3128,3128,5803,17269,23072,0,1829
297,3085,3085,10431,17407,27839,0,1829
298,3046,3046,11016,17532,28549,0,1829
299,3011,3011,10176,17645,27821,0,1830
300,2980,2980,13454,17744,31199,0,1830
301,2952,2952,13232,17832,31064,0,1830
302,2927,2927,13980,17912,31892,0,1829
303,2905,2905,13149,17986,31135,0,1829
304,2885,2885,13707,18056,31763,0,1827
305,2867,2867,13475,18124,31600,0,1825
306,2851,2851,7945,18190,26135,0,1966
307,2835,2835,7538,18254,25792,0,1970
308,2820,2820,6476,18311,24787,0,1975
309,2806,2806,14315,18370,32686,0,1978
310,2793,2793,15357,18419,33777,0,1979
311,2780,2780,15198,18464,33663,0,1981
312,6143,6143,15466,10932,26398,0,1982
313,5613,5613,15210,11282,26493,0,1982
314,5473,5473,15162,11698,26861,0,1977
315,5366,5366,15356,12042,27399,0,1966
316,5271,5271,16237,12351,28589,0,1960
317,5166,5166,16857,12640,29498,0,1957
318,5055,5055,17759,12912,30671,0,1955
319,4958,4958,7929,13170,21100,0,1954
320,4865,4865,5653,13413,19067,0,1805
321,4777,4777,8428,13643,22071,0,1805
322,4695,4695,8734,13853,22587,0,1807
323,4621,4621,8146,14042,22188,0,1803
324,4553,4553,12725,14211,26936,0,1803
325,4490,4490,12579,14365,26945,0,1804
326,4433,4433,12651,14503,27155,0,1804
327,4380,4380,12366,14634,27001,0,1804
328,4332,4332,13837,14759,28597,0,1802
329,4287,4287,14447,14881,29329,0,1800
330,4245,4245,10164,14999,25163,0,1945
331,4205,4205,9008,15111,24120,0,1945
332,4167,4167,7222,15220,22442,0,1942
333,4130,4130,16003,15320,31324,0,1941
334,4096,4096,17215,15415,32630,0,1939
335,4062,4062,17608,15502,33110,0,1940
336,6060,6060,18963,10636,29600,0,1942
337,5788,5788,18953,11306,30259,0,1939
338,5669,5669,18965,11611,30576,0,1939
339,5580,5580,20698,11871,32570,0,1941
340,5497,5497,21354,12112,33467,0,1946
341,5417,5417,21863,12341,34204,0,1950
342,5340,5340,21849,12558,34408,0,1952
343,5248,5248,9337,12767,22105,0,1955
344,5156,5156,6921,12966,19887,0,1811
345,5075,5075,10798,13154,23952,0,1813
346,4999,4999,10679,13327,24007,0,1813
347,4930,4930,10318,13483,23802,0,1813
348,4866,4866,15645,13623,29269,0,1814
349,4807,4807,15467,13751,29219,0,1815
350,4753,4753,15634,13868,29503,0,1812
351,4703,4703,15148,13979,29127,0,1810
352,4657,4657,15759,14086,29846,0,1810
353,4614,4614,16046,14191,30237,0,1811
354,4574,4574,11176,14294,25470,0,1955
355,4534,4534,10137,14392,24530,0,1955
356,4497,4497,8145,14487,22632,0,1955
357,4462,4462,18473,14579,33053,0,1955
358,4428,4428,19742,14665,34407,0,1954
359,4394,4394,20693,14746,35439,0,1955
360,5070,5070,22084,13508,35593,0,1953
361,4934,4934,22173,13751,35925,0,1951
362,4866,4866,22475,13894,36369,0,1951
363,4807,4807,22549,14024,36573,0,1951
364,4751,4751,22951,14148,37099,0,1951
365,4695,4695,24515,14268,38783,0,1951
366,4640,4640,24967,14387,39354,0,1950
367,4585,4585,10932,14503,25435,0,1949
368,4531,4531,9015,14617,23632,0,1796
369,4480,4480,14178,14726,28904,0,1795
370,4431,4431,13109,14823,27933,0,1799
371,4387,4387,12141,14902,27043,0,1801
372,4348,4348,17024,14970,31995,0,1801
373,4314,4314,18027,15032,33060,0,1801
374,4283,4283,18822,15090,33912,0,1800
375,4255,4255,18312,15145,33458,0,1800
376,4230,4230,18136,15199,33335,0,1799
377,4206,4206,17849,15256,33105,0,1796
378,4184,4184,13413,15311,28725,0,1940
379,4163,4163,13396,15367,28764,0,1940
380,4142,4142,10303,15423,25727,0,1940
381,4122,4122,23301,15479,38780,0,1940
382,4103,4103,24433,15533,39967,0,1940
383,4082,4082,24431,15585,40017,0,1940
384,3386,3386,25862,16992,42855,0,1940
385,3462,3462,26569,16876,43445,0,1939
386,3466,3466,27664,16859,44524,0,1938
387,3460,3460,28431,16861,45293,0,1938
388,3451,3451,28770,16873,45644,0,1937
389,3439,3439,29061,16889,45950,0,1967
390,3425,3425,29232,16909,46142,0,2024
391,3410,3410,13061,16936,29998,0,1934
392,3393,3393,10393,16967,27360,0,1784
393,3376,3376,16807,16996,33803,0,1783
394,3360,3360,16001,17015,33017,0,1784
395,3348,3348,15608,17028,32637,0,1785
396,3338,3338,21404,17036,38441,0,1787
397,3330,3330,21811,17043,38855,0,1791
398,3324,3324,23001,17051,40053,0,1795
399,3320,3320,22093,17060,39154,0,1798
400,3317,3317,21562,17072,38635,0,1798
401,3315,3315,21174,17084,38258,0,1798
402,3313,3313,15635,17099,32735,0,1944
403,3311,3311,15357,17113,32470,0,1944
404,3309,3309,11271,17132,28403,0,1943
405,3307,3307,25974,17151,43125,0,1942
406,3305,3305,27525,17169,44695,0,1941
407,3301,3301,27525,17189,44715,0,1940
408,1571,1571,28706,22682,51388,0,1940
409,1794,1794,28830,21997,50827,0,1940
410,1848,1848,28531,21732,50264,0,1938
411,1884,1884,28376,21530,49907,0,1937
412,1912,1912,28389,21360,49749,0,1937
413,1936,1936,28371,21210,49582,0,1939
414,1957,1957,29228,21079,50307,0,1942
415,1975,1975,12920,20962,33883,0,1948
416,1990,1990,9775,20859,30634,0,1804
417,2004,2004,15720,20763,36484,0,1807
418,2019,2019,15027,20671,35698,0,1811
419,2035,2035,13785,20578,34364,0,1816
420,2052,2052,18813,20485,39298,0,1820
421,2070,2070,18214,20391,38606,0,1825
422,2089,2089,16945,20302,37248,0,1831
423,2108,2108,15135,20215,35351,0,1837
424,2129,2129,14667,20134,34802,0,1840
425,2150,2150,14029,20057,34087,0,1840
426,2170,2170,8292,19986,28279,0,1983
427,2191,2191,6717,19917,26635,0,1983
428,2210,2210,5436,19852,25289,0,1984
429,2230,2230,14077,19790,33867,0,1984
430,2250,2250,15264,19729,34993,0,1985
431,2268,2268,15600,19669,35270,0,1986
432,2860,2860,17001,18219,35221,0,1986
433,2784,2784,17022,18341,35363,0,1986
434,2774,2774,17009,18369,35378,0,1986
435,2769,2769,17120,18385,35505,0,1986
436,2764,2764,17272,18399,35671,0,1986
437,2759,2759,17390,18413,35803,0,1986
438,2752,2752,17547,18425,35972,0,1986
439,2745,2745,7065,18437,25502,0,1989
440,2737,2737,5401,18452,23853,0,1846
441,2730,2730,9458,18463,27921,0,1846
442,2725,2725,9389,18465,27855,0,1846
443,2723,2723,8519,18459,26979,0,1845
444,2723,2723,12077,18449,30526,0,1845
445,2725,2725,12481,18434,30916,0,1846
446,2728,2728,13650,18414,32064,0,1847
447,2734,2734,12917,18396,31314,0,1847
448,2740,2740,13146,18380,31527,0,1847
449,2748,2748,13100,18366,31466,0,1843
450,2755,2755,8076,18356,26432,0,1969
451,2762,2762,7138,18342,25481,0,1955
452,2769,2769,6685,18334,25019,0,1947
453,2776,2776,16526,18327,34853,0,1946
454,2783,2783,17763,18317,36080,0,1946
455,2789,2789,17996,18301,36298,0,1946
456,5425,5425,19673,11818,31492,0,1946
457,5045,5045,20653,12135,32788,0,1946
458,4950,4950,21406,12457,33863,0,1945
459,4880,4880,21791,12719,34511,0,1945
460,4808,4808,22296,12954,35251,0,1945
461,4734,4734,22961,13175,36136,0,1945
462,4664,4664,23583,13381,36965,0,1943
463,4595,4595,10464,13578,24042,0,1944
464,4532,4532,8768,13764,22532,0,1798
465,4472,4472,14132,13937,28070,0,1798
466,4417,4417,12887,14087,26974,0,1798
467,4368,4368,11723,14216,25940,0,1799
468,4324,4324,15007,14332,29340,0,1801
469,4286,4286,13943,14439,28383,0,1803
470,4253,4253,14338,14533,28871,0,1803
471,4225,4225,13223,14615,27838,0,1806
472,4199,4199,14308,14692,29001,0,1806
473,4176,4176,15018,14770,29788,0,1809
474,4154,4154,9711,14847,24558,0,1954
475,4134,4134,8425,14921,23346,0,1955
476,4114,4114,6783,14992,21775,0,1954
477,4095,4095,15198,15057,30256,0,1954
478,4077,4077,16967,15118,32086,0,1953
479,4059,4059,17589,15174,32764,0,1953
480,3371,3371,19410,16579,35990,0,1953
481,3451,3451,20477,16467,36944,0,1951
482,3457,3457,21281,16451,37732,0,1950
483,3455,3455,22045,16453,38498,0,1950
484,3448,3448,22403,16459,38862,0,1950
485,3439,3439,21973,16474,38447,0,1950
486,3428,3428,21556,16490,38046,0,1950
487,3416,3416,9259,16508,25767,0,1951
488,3403,3403,6556,16528,23084,0,1805
489,3390,3390,10167,16547,26714,0,1805
490,3378,3378,9720,16561,26281,0,1805
491,3370,3370,8705,16565,25271,0,1806
492,3364,3364,15383,16561,31945,0,1810
493,3359,3359,16397,16557,32954,0,1815
494,3358,3358,15436,16554,31991,0,1816
495,3357,3357,14526,16550,31077,0,1816
496,3358,3358,14861,16547,31408,0,1817
497,3360,3360,13825,16548,30374,0,1817
498,3362,3362,8579,16546,25125,0,1962
499,3364,3364,7920,16547,24467,0,1963
500,3366,3366,6437,16548,22985,0,1963
501,3368,3368,15234,16549,31784,0,1962
502,3371,3371,16928,16550,33479,0,1961
503,3372,3372,17395,16549,33945,0,1961
504,4032,4032,19698,15201,34899,0,1958
505,3932,3932,21026,15373,36400,0,1958
506,3900,3900,21200,15451,36651,0,1958
507,3874,3874,21216,15519,36735,0,1956
508,3849,3849,21741,15582,37323,0,1955
509,3824,3824,22067,15644,37711,0,1954
510,3799,3799,22881,15705,38587,0,1952
511,3773,3773,10370,15765,26136,0,1950
512,3747,3747,8204,15827,24031,0,1803
513,3721,3721,12274,15885,28159,0,1802
514,3698,3698,11060,15927,26987,0,1802
515,3679,3679,10273,15953,26226,0,1802
516,3665,3665,14657,15970,30628,0,1803
517,3653,3653,14824,15986,30810,0,1803
518,3646,3646,14910,15997,30908,0,1803
519,3641,3641,14020,16010,30030,0,1802
520,3638,3638,15724,16021,31746,0,1807
521,3635,3635,16169,16038,32208,0,1811
522,3634,3634,10911,16052,26963,0,1957
523,3632,3632,9504,16071,25576,0,1957
524,3630,3630,7616,16091,23708,0,1958
525,3629,3629,16459,16105,32564,0,1963
526,3627,3627,16808,16117,32926,0,1969
527,3625,3625,16286,16130,32416,0,1974
528,3621,3621,16854,16138,32993,0,1976
529,3616,3616,16658,16148,32807,0,1979
530,3609,3609,16713,16160,32873,0,1979
531,3600,3600,16755,16172,32928,0,1977
532,3590,3590,17504,16189,33694,0,1972
533,3578,3578,18088,16207,34296,0,1969
534,3565,3565,18920,16226,35147,0,1969
535,3552,3552,8434,16249,24684,0,1969
536,3537,3537,6573,16276,22850,0,1823
537,3522,3522,10461,16302,26764,0,1820
538,3510,3510,10191,16325,26516,0,1821
539,3500,3500,8942,16334,25276,0,1823
540,3493,3493,12938,16335,29273,0,1822
541,3489,3489,12611,16328,28939,0,1819
542,3488,3488,12438,16311,28749,0,1816
543,3489,3489,12088,16297,28386,0,1813
544,3492,3492,12818,16287,29105,0,1807
545,3496,3496,13087,16278,29365,0,1805
546,3500,3500,8279,16273,24552,0,1950
547,3505,3505,7196,16270,23467,0,1950
548,3509,3509,6384,16268,22653,0,1950
549,3514,3514,16075,16267,32343,0,1951
550,3518,3518,18031,16267,34298,0,1952
551,3521,3521,18332,16266,34598,0,1953
552,4189,4189,20085,14354,34439,0,1953
553,4090,4090,21239,14597,35836,0,1950
554,4058,4058,21963,14695,36658,0,1947
555,4033,4033,22211,14782,36993,0,1945
556,4008,4008,22473,14861,37334,0,1945
557,3984,3984,23889,14939,38829,0,1945
558,3957,3957,25472,15015,40488,0,1946
559,3932,3932,11732,15093,26826,0,1949
560,3904,3904,9012,15170,24182,0,1799
561,3878,3878,13298,15244,28543,0,1797
562,3855,3855,12418,15303,27721,0,1794
563,3835,3835,12675,15345,28021,0,1792
564,3819,3819,18216,15382,33598,0,1790
565,3806,3806,18208,15411,33619,0,1788
566,3797,3797,18684,15437,34122,0,1787
567,3789,3789,18607,15463,34071,0,1787
568,3783,3783,20063,15491,35555,0,1790
569,3779,3779,21355,15522,36877,0,1792
570,3774,3774,16662,15555,32218,0,1940
571,3770,3770,15026,15591,30618,0,1940
572,3765,3765,11131,15626,26758,0,1941
573,3761,3761,24410,15662,40073,0,1941
574,3756,3756,25182,15694,40876,0,1941
575,3751,3751,24551,15726,40278,0,1941
576,2488,2488,25311,19712,45024,0,1940
577,2659,2659,26981,19234,46215,0,1940
578,2698,2698,27855,19068,46923,0,1940
579,2721,2721,27867,18945,46813,0,1940
580,2738,2738,28843,18848,47692,0,1947
581,2750,2750,28962,18763,47726,0,1946
582,2760,2760,28735,18692,47428,0,1939
583,2767,2767,12778,18629,31408,0,1942
584,2772,2772,10049,18576,28625,0,1795
585,2776,2776,17473,18528,36002,0,1794
586,2781,2781,17347,18480,35827,0,1794
587,2788,2788,15592,18422,34015,0,1795
588,2797,2797,20850,18360,39210,0,1795
589,2808,2808,20532,18300,38833,0,1795
590,2821,2821,20075,18238,38313,0,1794
591,2836,2836,19874,18177,38051,0,1794
592,2852,2852,20291,18124,38416,0,1794
593,2869,2869,20721,18079,38800,0,1795
594,2885,2885,15321,18039,33361,0,1942
595,2901,2901,14154,18005,32160,0,1941
596,2916,2916,10496,17976,28472,0,1940
597,2930,2930,24578,17950,42528,0,1939
598,2944,2944,26188,17925,44114,0,1940
599,2955,2955,26898,17904,44803,0,1939
600,1057,1057,28905,24546,53452,0,1938
601,1258,1258,29008,23957,52966,0,1937
602,1326,1326,29713,23569,53282,0,2025
603,1373,1373,31068,23262,54331,0,2415
604,1412,1412,30956,22999,53955,0,2416
605,1449,1449,31079,22768,53848,0,2471
606,1483,1483,32049,22563,54613,0,2808
607,1514,1514,14840,22380,37221,0,1996
608,1543,1543,12731,22215,34946,0,1789
609,1569,1569,21056,22063,43119,0,1789
610,1595,1595,19597,21905,41503,0,1789
611,1622,1622,18148,21752,39901,0,1789
612,1650,1650,22075,21599,43675,0,1791
613,1679,1679,20998,21458,42456,0,1794
614,1710,1710,21755,21322,43077,0,1792
615,1742,1742,20740,21190,41930,0,1790
616,1774,1774,22614,21066,43681,0,1791
617,1806,1806,24741,20956,45698,0,1792
618,1836,1836,19134,20863,39997,0,1938
619,1865,1865,17766,20782,38548,0,1937
620,1893,1893,13603,20706,34309,0,1934
621,1919,1919,29940,20638,50579,0,2168
622,1944,1944,31779,20575,52355,0,2778
623,1967,1967,32728,20517,53246,0,3190
624,657,657,35006,28094,63101,0,3617
625,836,836,35132,27397,62530,0,3692
626,894,894,34906,26931,61838,0,3596
627,935,935,34975,26558,61533,0,3641
628,970,970,35315,26233,61549,0,3805
629,1001,1001,36014,25945,61959,0,4053
630,1029,1029,36177,25683,61861,0,4130
631,1054,1054,17357,25446,42804,0,2208
632,1078,1078,15535,25232,40767,0,1784
633,1101,1101,24965,25032,49998,0,1785
634,1125,1125,23791,24841,48633,0,1785
635,1149,1149,22223,24653,46877,0,1785
