,Cooling plant sensible load,Heating plant sensible load,AHU Cooling,AHU Heating
580,0,40227,0,0
581,0,40613,0,0
582,0,40194,0,0
583,0,176222,0,0
584,0,71770,0,0
585,0,37386,0,3473
586,0,26058,0,20078
587,0,16316,0,23177
588,0,10399,0,18314
589,0,16276,0,14689
590,0,7782,0,16528
591,0,10130,0,19386
592,0,17846,0,19179
593,0,38926,0,10747
594,0,73615,0,3743
595,0,1623,0,454
596,0,6632,0,29
597,0,18084,0,2
598,0,23648,0,0
599,0,26408,0,0
600,0,28338,0,0
601,0,29579,0,0
602,0,30786,0,0
603,0,33427,0,0
604,0,33909,0,0
605,0,34231,0,0
606,0,36017,0,0
607,0,172731,0,0
608,0,68357,0,9
609,0,32445,0,6838
610,0,18827,0,22394
611,0,9754,0,24043
612,0,5434,0,18610
613,0,9690,0,14466
614,0,5408,0,16171
615,0,5856,0,18760
616,0,11458,0,19438
617,0,33481,0,11595
618,0,70332,0,4232
619,0,1813,0,523
620,0,8243,0,34
621,0,19980,0,2
622,0,25921,0,0
623,0,29323,0,0
624,0,31967,0,0
625,0,33224,0,0
626,0,33454,0,0
627,0,33970,0,0
628,0,34690,0,0
629,0,35939,0,0
630,0,36860,0,0
631,0,171296,0,0
632,0,68215,0,10
633,0,33387,0,7427
634,0,21081,0,24638
635,0,14493,0,26895
636,0,9674,0,20793
637,0,20122,0,16589
638,0,14660,0,19570
639,0,15254,0,23531
640,0,20326,0,23709
641,0,40115,0,13257
642,0,76593,0,4572
643,0,2012,0,519
644,0,8835,0,30
645,0,18036,0,2
646,0,21397,0,0
647,0,23619,0,0
648,0,25218,0,0
649,0,25667,0,0
650,0,25911,0,0
651,0,26366,0,0
652,0,26812,0,0
653,0,27484,0,0
654,0,28349,0,0
655,0,163330,0,0
656,0,59204,0,8
657,0,27014,0,6020
658,0,13278,0,20095
659,0,6826,0,21718
660,0,4620,0,16207
661,0,7359,0,12400
662,0,4344,0,13889
663,0,4331,0,16466
664,0,6968,0,17220
665,0,23308,0,9881
666,0,59069,0,3466
667,0,1698,0,393
668,0,4176,0,23
669,0,11278,0,1
670,0,14437,0,0
671,0,15658,0,0
672,0,17009,0,0
673,0,18815,0,0
674,0,21075,0,0
675,0,23192,0,0
676,0,25321,0,0
677,0,27075,0,0
678,0,28377,0,0
679,0,162855,0,0
680,0,59639,0,9
681,0,26718,0,6687
682,0,16564,0,21936
683,0,12182,0,24079
684,0,11763,0,18611
685,0,21830,0,14537
686,0,12318,0,15917
687,0,10610,0,17799
688,0,12955,0,17504
689,0,28626,0,9643
690,0,61153,0,3295
691,0,1661,0,343
692,0,3283,0,19
693,0,9357,0,1
694,0,13386,0,0
695,0,15394,0,0
696,0,17388,0,0
697,0,19742,0,0
698,0,22055,0,0
699,0,23897,0,0
700,0,25631,0,0
701,0,26987,0,0
702,0,28011,0,0
703,0,29778,0,0
704,0,31145,0,0
705,0,28140,0,0
706,0,20427,0,0
707,0,19059,0,0
708,0,18432,0,0
709,0,17719,0,0
710,0,16950,0,0
711,0,19334,0,0
712,0,25455,0,0
713,0,30511,0,0
714,0,33163,0,0
715,0,34308,0,0
716,0,35168,0,0
717,0,36088,0,0
718,0,36992,0,0
719,0,38133,0,0
720,0,38627,0,0
721,0,38101,0,0
722,0,37992,0,0
723,0,38837,0,0
724,0,39343,0,0
725,0,39791,0,0
726,0,40488,0,0
727,0,40999,0,0
728,0,40390,0,0
729,0,35435,0,0
730,0,27103,0,0
731,0,21228,0,0
732,0,19462,0,0
733,0,22018,0,0
734,0,27523,0,0
735,0,31893,0,0
736,0,35104,0,0
737,0,38501,0,0
738,0,40820,0,0
739,0,41944,0,0
740,0,42154,0,0
741,0,42365,0,0
742,0,42492,0,0
743,0,42544,0,0
744,0,42508,0,0
745,0,41981,0,0
746,0,41811,0,0
747,0,41469,0,0
